Name of Building,Address,Year of Completion,Property_Type,Location
      Block B,139 Blue Pool Road,,0.0,Hong Kong Island
Billion Trade Centre,31 Hung To Road,1995,0.0,Kowloon
Billionnaire Avant,"Ground Floors:56, 58, 66 Nga Tsin Long RoadUpper Floors:62 Nga Tsin Long Road",2014,0.0,Kowloon
Billionnaire Luxe,Ground Floor:30 Hau Wong Road &39 Nga Tsin Wai RoadUpper Floors :28 Hau Wong Road,2016,0.0,Kowloon
Billionnaire Royale,83 Sa Po Road,2010,0.0,Kowloon
Birchwood Place,96 MacDonnell Road,1989,0.0,Hong Kong Island
Bishop Ford Memorial School,18-20 Pui Man Street,,1.0,Kowloon
Bishop Hall Jubilee School,2C Oxford Road,1962,1.0,Kowloon
Bishop Hoare Building,I.L. 76 Glenealy,Pre 1945?,0.0,Hong Kong Island
Bishop Lei International House,4 Robinson Road,1995,0.0,Hong Kong Island
Bishop Lei Pastoral Centre,1 Tai Shek Street,1955,0.0,Kowloon
Bishop Paschang Catholic School,6 Wang Chiu Road,,1.0,Kowloon
Bishop Versiglia Memorial School,20 Tat Chee Avenue,1961,1.0,Kowloon
Bishop Walsh Primary School,150 Junction Road,1963,1.0,Kowloon
Bisney Court,1 Begonia Road,1990,0.0,Kowloon
Bisney Crest,57 Bisney Road,1992,0.0,Hong Kong Island
Bisney Gardens,25-27 Bisney Road,1982,0.0,Hong Kong Island
Bisney Terrace,73 Bisney Road,1994,0.0,Hong Kong Island
Bisney Villa,5/13 Crown Terrace,1972,0.0,Kowloon
Bisney Villas,19/21 Consort Rise,1973,0.0,Kowloon
Black's Link Villa,46-60 Black's Link,1980,0.0,Hong Kong Island
Blarney Stone Villas,212 Victoria Road,1993,0.0,Kowloon
      Phase 1,95 Robinson Road,,0.0,Hong Kong Island
      Phase 2,56 Conduit Road,,0.0,Hong Kong Island
Blissful Building,243/247 Des Voeux Road C.,1971,0.0,Kowloon
Blossom Garden,11A Tat Chee Avenue,1989,0.0,Kowloon
Blossom Mansion,19 Wai Hang Street,1973,0.0,Kowloon
Blue Bay,44 Island Road,1949,0.0,Hong Kong Island
Blue Box Factory Building,25 Hing Wo Street,1974,0.0,Kowloon
Blue Garden,57-59 Blue Pool Road,1959,0.0,Hong Kong Island
Blue Haven,3 Forfar Road,1975,0.0,Kowloon
Blue Pool Court,74/80 Sing Woo Road &2/8 Holly Road,1960,0.0,Kowloon
Blue Pool Lodge,2-10 Blue Pool Road,1957,0.0,Hong Kong Island
Blue Pool Mansion,58/60 Ventris Road &1/3 Blue Pool Road,1959,0.0,Hong Kong Island
Bluewater,25 Tai Tam Road,1997,0.0,Kowloon
BMW House,163 Ma Tau Wai Road,1963,0.0,Kowloon
Bo Fung Building,5 Horse Shoe Lane,1992,0.0,Kowloon
Bo Fung Building,Ground Floor:32-33A Haiphong RoadUpper Floors:34 Haiphong Road,1974,0.0,Kowloon
Bo Fung Gardens,1090/1094 King's Road,1972,0.0,Hong Kong Island
Bo Fung Mansion,Ground Floor:9 & 11 Street Francis Street &1-4 Street Francis YardUpper Floors:1/4 Street Francis Yard,1978,0.0,Kowloon
Bo Kwong Apartments,5E-5F Bowen Road,1963,0.0,Hong Kong Island
Bo Lun Building,28 Battery Street,1992,0.0,Kowloon
Bo Ming Court,14 Tin Hau Temple Road,1980,0.0,Kowloon
Bo Shing Court,18 Tsat Tsz Mui Road,1994,0.0,Kowloon
Bo Sun Court,951/953 King's Road,1983,0.0,Hong Kong Island
Bo Yan Building,1 Horse Shoe Lane,1991,0.0,Kowloon
Bo Yip Building,10 Peking Road &6 Ashley Road,1965,0.0,Kowloon
BOC Castle Peak Road Building,365/371 Castle Peak Road,1985,0.0,Hong Kong Island
BOC Cheung Sha Wan Building,194/200 Cheung ShaWan Road,1975,0.0,Kowloon
BOC Credit Card Centre,68 Connaught Road W.,1996,0.0,Kowloon
BOC Group Life Assurance Tower,"Ground Floor:134 Des Voeux Road C.,36/40 Gilman Street &35/39 Gilman's BazaarUpper Floors:136 Des Voeux Road C.",1987,0.0,Hong Kong Island
BOC Kowloon City Building,25 Nga Tsin Wai Road,1975,0.0,Kowloon
BOC Mongkok Commercial Centre,589 Nathan Road,1970,0.0,Kowloon
BOC Prince Edward Building,774 Nathan Road,1968,0.0,Kowloon
BOC Tsz Wan Shan Building,46/48 Yuk Wah Street,1994,0.0,Kowloon
BOC Wan Chai Commercial,409-415 Hennessy Road,1983,0.0,Hong Kong Island
Boeing Mansion,"Ground Floor:144, 148 Woosung Street &1J/1K Bowring StreetUpper Floors:146 Woosung Street",1965,0.0,Kowloon
Bohemian House,321 Des Voeux Road W.,2017,0.0,Kowloon
Boland Court Phase I,10 Broadcast Drive,1974,0.0,Kowloon
Boland Court Phase II,12 Broadcast Drive,1975,0.0,Kowloon
Bon-point,11 Bonham Road,2004,0.0,Hong Kong Island
Bonanza Court,3 Bonham Road,1983,0.0,Hong Kong Island
Bonaventure House,91 Leighton Road,1973,0.0,Hong Kong Island
Bonavista Building,9-11 Princess Margaret Road,1961,0.0,Kowloon
Bonds Fun City,11 Tung Yan Street,1965,0.0,Kowloon
Bonds Mansion,554/556 Nathan Road,1972,0.0,Kowloon
Bonham Centre,Ground Floor:79 & 85 Bonham StrandUpper Floors:81/83 Bonham Strand,1984,0.0,Hong Kong Island
Bonham Circus,40 Bonham Strand,1998,0.0,Hong Kong Island
Bonham Commercial Centre,"Ground Floor:42A, 44 & 46Bonham Strand W. &41 Queen's Road W.Upper Floors:44/46 Bonham Strand W.",1981,0.0,Hong Kong Island
Bonham Court,12 Bonham Road,1990,0.0,Hong Kong Island
Bonham Crest,52 Bonham Road,1976,0.0,Hong Kong Island
Bonham Terrace,24-26 Bonham Road,1976,0.0,Hong Kong Island
Bonham Trade Centre,50 Bonham Strand,1998,0.0,Hong Kong Island
Bonham Ville,5 Bonham Road,1986,0.0,Hong Kong Island
Bonito Casa,4 Prince's Terrace,1987,0.0,Kowloon
Bonjour Tower,3 Yuk Yat Street,1971,0.0,Kowloon
Bonny View House,63/65 Wong Nai Chung Road,1971,0.0,Kowloon
Booman House,37U Jordan Road,1960,0.0,Kowloon
Borita Building,Ground Floor:135 & 139 Third StreetUpper Floors:137 Third Street,1992,0.0,Kowloon
Borrett Mansions,8A/9B Bowen Road,1966,0.0,Hong Kong Island
Boss Commercial Centre,28 Ferry Street,1995,0.0,Kowloon
Botanic Terrace,3/5 Conduit Road,1967,0.0,Hong Kong Island
Botanical Court,5 Caine Road,1984,0.0,Hong Kong Island
Bou Lee Building,Ground Floor:145-163 Bulkeley Street22 & 24 Lo Lung Hang Street17 & 19 Walker RoadUpper Floors:145/163 Bulkeley Street,1964,0.0,Kowloon
Boundary Building,2 Boundary Street,1966,0.0,Kowloon
Boundary Court,165 Boundary Street,1956,0.0,Kowloon
Boundary Crest,177 Boundary Street,1978,0.0,Kowloon
Boundary Street Sports Centre No.2,200 Sai Yee Street,,0.0,Kowloon
Boundary View,54-56 Boundary Street,1981,0.0,Kowloon
Bow On Building,32-38 Bowring Street,1977,0.0,Kowloon
Bowa House,180 Nathan Road,1990,0.0,Kowloon
Bowen Mansion,7C Bowen Road,1957,0.0,Hong Kong Island
Bowen Place,11A Bowen Road,1989,0.0,Hong Kong Island
Bowen Verde,6 Tung Shan Terrace,1972,0.0,Kowloon
Bowen's Lookout,13 Bowen Road,2004,0.0,Hong Kong Island
Bowie Court,77 Pok Fu Lam Road,1992,0.0,Hong Kong Island
Bowie Mansion,49 Ma Tau Wai Road,1988,0.0,Kowloon
Bowring Building,8/20 Bowring Street,1966,0.0,Kowloon
Bowring Commercial Center,"Ground Floor:154, 160/164 Woosung St1/F - 3/F:156 Woosung St",1973,0.0,Kowloon
Bowrington Building,Ground Floor:2/16A Bowrington RoadUpper Floors:8 Bowrington Road,1978,0.0,Kowloon
Bowrington Road Market,21 Bowrington Road,,0.0,Kowloon
BP International House,8 Austin Road,1993,0.0,Kowloon
Bradbury Centre,15 King's Park Rise,1984,0.0,Kowloon
Bradbury Home for the Elderly,62 Tin Wan Street,1983,0.0,Kowloon
Bradbury School,43C Stubbs Road,1980,1.0,Hong Kong Island
Braemar Court,314/318 Ma Tau Wai Road,1987,0.0,Kowloon
Braemar Heights,7 Wai Tsui Crescent,1986,0.0,Kowloon
Braemar Hill Fire Station -,170 Tin Hau Temple Road,,0.0,Kowloon
Braemar Hill Mansions,15-43 Braemar Hill Road,1978,0.0,Hong Kong Island
Braemar Hill Shopping Centre,45 Braemar Hill Road,1978,0.0,Hong Kong Island
Braemar Terrace,1 Braemar Terrace,1974,0.0,Kowloon
Branksome Crest,3A Tregunter Path,2004,0.0,Kowloon
Branksome Grande,3 Tregunter Path,1976,0.0,Kowloon
Break Through Centre,191 Woosung Street,1983,0.0,Kowloon
Breezy Court,2A Park Road,1960,0.0,Hong Kong Island
Breezy Mansion,38D/38F Bonham Road,1961,0.0,Hong Kong Island
Brewin Court,5/7 Brewin Path,1965,0.0,Hong Kong Island
Bridal Tea House Hotel,69 Gillies Avenue South ,2006,1.0,Kowloon
Bridal Tea House Hotel,385/387 Queen's Road W.,1982,1.0,Kowloon
Bridal Tea House Hotel,84/86 Wuhu Street,1954,1.0,Kowloon
Bridal Tea House Hotel,8 Anchor Street,1964,1.0,Kowloon
Bridal Tea House Hotel,6 Arthur Street,1997,1.0,Kowloon
Bridal Tea House Hotel (Ap Lei Chau),95 Main Street Ap Lei Chau,2012,1.0,Kowloon
Bridges Street Market,2 Bridges Street,,0.0,Hong Kong Island
Bright Court,227 Prince Edward Road W.,1973,0.0,Kowloon
Bright Growth Medical Centre,335 Nathan Road,1971,0.0,Kowloon
Bright Star Mansion,95/97 Leighton Road,1964,0.0,Hong Kong Island
Bright View Court,151 Argyle Street,1973,0.0,Kowloon
Bright Way Tower,33 Mong Kok Road,1992,0.0,Kowloon
Brighton Hotel,128 Lockhart Road,1992,1.0,Hong Kong Island
Brill Plaza,84 To Kwa Wan Road,1983,0.0,Kowloon
Brilliant Court,27 Chai Wan Road,1975,0.0,Hong Kong Island
Brilliant Court,28 Praya Kennedy Town,1980,0.0,Kowloon
Brilliant Court,68 Wuhu Street,1999,0.0,Kowloon
Brilliant Court,78 Kimberley Road,1986,0.0,Kowloon
Brilliant Court,8 Kennedy Street,2000,0.0,Kowloon
British Consulate-General,1 Supreme Court Road,1996,0.0,Kowloon
British Council,3 Supreme Court Road,1996,0.0,Kowloon
Broadcasting House,30 Broadcast Drive,1969,0.0,Kowloon
Broadview Mansion,75 Wong Nai Chung Road,1963,0.0,Kowloon
Broadview Terrace,40 Cloud View Road,1974,0.0,Kowloon
Broadview Villa,20 Broadwood Road,1995,0.0,Hong Kong Island
Broadway Towers,6 Broadcast Drive,1973,0.0,Kowloon
Broadwood Park,38 Broadwood Road,1984,0.0,Hong Kong Island
Broadwood Twelve,12 Broadwood Road,2010,0.0,Hong Kong Island
Broom Garden,1 Broom Road,1994,0.0,Hong Kong Island
Buddhist Chi King Primary School,12 Kai Lai Road,2002,1.0,Kowloon
Buddhist Chi Yun School,19 Kwong Lee Road,1963,1.0,Kowloon
Buddhist Chung Wah Kornhill,2 Hong Yue Street,1986,0.0,Kowloon
Buddhist Ho Nam Kam College,3 Ko Chiu Road,1988,0.0,Kowloon
Buddhist Hung Sean Chau,10 Ping Ting Road,1982,0.0,Kowloon
Buddhist Li Ka Shing Care &,133 Tai Hang Road,1990,0.0,Hong Kong Island
Buddhist Sum Ma Shui Ying,8 Kung Lok Road,1993,0.0,Kowloon
Buddhist Tai Hung College,38 Cheung Fat Street,1970,0.0,Kowloon
Buddhist Wong Cheuk Um,11 Eastern Hospital Road,1959,0.0,Hong Kong Island
Buddhist Wong Fung Ling College,11 Eastern Hospital Road,1959,0.0,Hong Kong Island
Buena Vista,24 Stanley Village Road,Pre 1945?,0.0,Kowloon
Bulkeley Building,264-268 Chatham Road N.183-187 Bulkeley Street,1960,0.0,Kowloon
Bulkeley House,"Ground Floor:173, 177 Bulkeley StreetUpper Floors:175 Bulkeley Street",1990,0.0,Kowloon
Bulkin Centre,332/334 Portland Street,1992,0.0,Kowloon
Bull House,66 Bonham Strand,1981,0.0,Hong Kong Island
Bullock House,2 Bullock Lane,1975,0.0,Hong Kong Island
Bupa Centre,141 Connaught Road W.,1990,0.0,Kowloon
Burlington Hotel,55 Hennessy Road,2016,1.0,Hong Kong Island
Burlington House,90/94C Nathan Road,1964,0.0,Kowloon
Burnside Villa,9 South Bay Road,1974,0.0,Kowloon
Bute Street Building,71/73A Bute Street,1967,0.0,Kowloon
Bute Wah Mansion,Ground Floor:25/29 Bute Street &567/569 Reclamation StreetUpper Floors:565 Reclamation Street,1964,0.0,Kowloon
Butler Towers,1/5 Boyce Road,1974,0.0,Hong Kong Island
Butterfly On Hollywood,263 Hollywood Road,1998,0.0,Hong Kong Island
Butterfly On Morrison,39 Morrison Hill Road,1997,0.0,Hong Kong Island
Butterfly On Prat,21/23 Prat Avenue,1988,0.0,Kowloon
Butterfly On Victoria,33 King's Road,1975,0.0,Hong Kong Island
Butterfly On Waterfront,95 Connaught Road W.,2010,0.0,Kowloon
Butterfly On Wellington,Ground Floor:17 Graham Street122 & 124 Wellington StreetUpper Floors:126 Wellington Street,1991,0.0,Kowloon
Buxey Lodge,37 Conduit Road,1950,0.0,Hong Kong Island
C & W District Street Anthony's School,2 Hospital Road,,1.0,Hong Kong Island
C K K Commercial Centre,289 Hennessy Road,1996,0.0,Hong Kong Island
C Wisdom Centre,35 & 37 Hollywood Road,2009,0.0,Hong Kong Island
C.C. Lodge,56 Tai Hang Road,2000,0.0,Hong Kong Island
C.C. Wu Building,302-308 Hennessy Road,1983,0.0,Hong Kong Island
C.C.C. Heep Woh College,171 Po Kong Village Road,,0.0,Kowloon
C.C.C. Heep Woh Primary School,191 Prince Edward Road W.,,1.0,Kowloon
C.C.C. Heep Woh Primary School,18 Tonkin Street,,1.0,Kowloon
C.C.C. Kei Chi Secondary School,20 Shui Ning Street,,1.0,Kowloon
C.C.C. Kei Faat Primary School,34 Yuet Wah Street,,1.0,Kowloon
C.C.C. Kei Hang Primary School,Wong Chuk Hang Estate,,1.0,Kowloon
C.C.C. Kei Heep Secondary School,161 Tung Tau Tsuen Road,,1.0,Kowloon
C.C.C. Kei Shun Special School,"15 Lee On Road,Shun Lee Estate",,1.0,Kowloon
C.C.C. Kei To Secondary School,28 Sung On Street,,1.0,Kowloon
C.C.C. Kei Tsun Primary School,150 Tai Kok Tsui Road,,1.0,Kowloon
C.C.C. Kei Tsz Primary School,152 Tsz Wan Shan Road,,1.0,Kowloon
C.C.C. Kei Wa Primary School,3 Wong Kuk AvenueChoi Hung Estate,,1.0,Kowloon
C.C.C. Kei Wan Primary School,63 Sai Wan Ho Street,,1.0,Kowloon
C.C.C. Kei Wan Primary School,39 Oi Shun Road,,1.0,Kowloon
C.C.C. Kung Lee College,17 Tai Hang Drive,,0.0,Kowloon
C.C.C. Kwei Wah Shan College,62 Cloud View Road,,0.0,Kowloon
C.C.C. Ming Kei College,16 Oak Street,,0.0,Kowloon
C.C.C. Ming Yin College,1 Wai Chi Street,,0.0,Kowloon
C.C.C. Mong Man Wai College,20 Hiu Ming Street,,0.0,Kowloon
C.C.C. Mongkok Church ,111 Sai Yeung Choi Street S.  ,,1.0,Kowloon
C.C.C. Rotary Secondary School,157 Lung Cheung Road,,1.0,Kowloon
C.C.C. Wanchai Church Kei To,45 Tung Kun Street,,1.0,Kowloon
C.C.C. Wanchai Church Kei To,170 Kau Pui Lung Road,,1.0,Kowloon
C.L.I. Building,313 Hennessy Road,1990,0.0,Hong Kong Island
C.M.A. Secondary School,298 Nam Cheong Street,,1.0,Kowloon
C.T.S. House,78-83 Connaught Road C.,1986,0.0,Kowloon
CAC Tower,165 Hoi Bun Road,1997,0.0,Kowloon
Cactus Mansion,1-19 Mcgregor Street,1980,0.0,Hong Kong Island
Cado Building,39-41 Cadogan Street,1977,0.0,Hong Kong Island
Cadogan,Ground Floor:37A & 37B Cadogan Street150 Belcher's Street Upper Floors:37A Cadogan Street,2014,0.0,Hong Kong Island
Caine Building,22 Caine Road,1987,0.0,Hong Kong Island
Caine Mansion,384/388 Lockhart Road,1966,0.0,Hong Kong Island
Caine Mansion,80-88 Caine Road,1980,0.0,Hong Kong Island
Caine Terrace,98 Kennedy Road,1990,0.0,Hong Kong Island
Caine Tower,55 Aberdeen Street,1999,0.0,Hong Kong Island
Caineway Mansion,128/132 Caine Road,1969,0.0,Hong Kong Island
Caldecott Hill,2 Caldecott Road,2004,0.0,Kowloon
California Tower,32 D'Aguilar Street,2014,0.0,Hong Kong Island
Caltex House,258 Hennessy Road,1974,0.0,Hong Kong Island
Cam Key Mansion,489/495 Shanghai Street,1969,0.0,Kowloon
Camay House,4/4A Grampian Road,1958,0.0,Kowloon
Cambo House,182/184 Prince EdwardRoad W.,1966,0.0,Kowloon
Cambo Mansion,Ground Floor:68-80 Pau Chung StreetUpper Floors:76 Pau Chung Street,1985,0.0,Kowloon
Cambria Court,81 Kung Lok Road,1977,0.0,Kowloon
Cambridge Building,6/24A Kam Wing Street,1964,0.0,Kowloon
Cambridge Building,92 Waterloo Road,1962,0.0,Kowloon
Cambridge Building,Ground Floor:25/39 Hong Ning Road16/32 Yee On Street &10 Tung Ming StreetUpper Floors:41 Hong Ning Road,1966,0.0,Kowloon
Cambridge Court,84/84M Waterloo Road,1965,0.0,Kowloon
Cambridge Garden,1 Lancashire Road,1990,0.0,Kowloon
Cambridge Gardens,20 Babington Path,1971,0.0,Hong Kong Island
Cambridge Heights,20/22 Fuk Lo Tsun Road,2003,0.0,Kowloon
Cambridge House,26/28 Cameron Road,1982,0.0,Kowloon
Cambridge Place,8 Cambridge Road,1997,0.0,Kowloon
Cambridge Villa,8/10 Chancery Lane,1975,0.0,Hong Kong Island
      (Block 3),60 Hoi Yuen Road,1989,0.0,Kowloon
      (Blocks 1-2),62 Hoi Yuen Road,1981,0.0,Kowloon
Camelot Heights,66 Kennedy Road,1979,0.0,Hong Kong Island
Camelpaint Centre,1?3 & 5 Hing Yip Street,1959,0.0,Kowloon
Cameo Court,63/69 Caine Road,1990,0.0,Hong Kong Island
Cameron Centre,57/59 Chatham Road S.,1988,0.0,Kowloon
Cameron Commercial Centre,458/468 Hennessy Road,1976,0.0,Hong Kong Island
Cameron Court,370/372 Lai Chi Kok Road,1974,0.0,Kowloon
Cameron House,40 Magazine Gap Road,1983,0.0,Kowloon
Cameron Lodge,5 Mount Cameron Road,1985,0.0,Kowloon
Cameron Mansion,Ground Floor:29 Lion Rock RoadUpper Floors:31 Lion Rock Rd,2014,0.0,Kowloon
Cameron Mansions,34 Magazine Gap Road,1951,0.0,Kowloon
Cameron Plaza,23 Cameron Road,1991,0.0,Kowloon
Camlux Hotel,15 Wang Kwong Road,2016,1.0,Kowloon
Cammer Commercial Building,30-32 Cameron Road,1979,0.0,Kowloon
Campion Court,20 Cheung Wah Street,1996,0.0,Kowloon
Camy House,479/481 Nathan Road,1965,0.0,Kowloon
Canaan Building,200 Tung Chau Street,1986,0.0,Kowloon
Canadian International School,36 Nam Long Shan Road,1999,1.0,Kowloon
Canaryside,8 Shung Shun Street,2006,0.0,Kowloon
Canbury Court,17 Ho Man Tin Hill Road,1977,0.0,Hong Kong Island
Cannon Garden,68 King's Road,1993,0.0,Hong Kong Island
Canny Industrial Building,33 Tai Yau Street,1989,0.0,Kowloon
Canossa Hospital,1 Old Peak Road,1960,0.0,Hong Kong Island
Canossa Primary School,5 Chun Yan Street,1967,1.0,Kowloon
Canossa Primary School,9 Choi Yee Lane,,1.0,Kowloon
Canossa School (HK),8 Hoi Chak Street,1984,1.0,Kowloon
Canossian Missions,36 Caine Road,1991,0.0,Hong Kong Island
Cantake Factory Building,172 Wai Yip Street,1982,0.0,Kowloon
Canterbury Court,12 Wylie Road,1961,0.0,Kowloon
Canton Plaza,82/84 Canton Road,1993,0.0,Kowloon
Canton Plaza,1125/1127 Canton Road,1966,0.0,Kowloon
Canton Road Government Primary,178 Canton Road,,0.0,Kowloon
Cape Collinson Correctional,123 Cape Collinson Road,,0.0,Kowloon
Cape Court,6-16 Cape Drive,1978,0.0,Kowloon
      Block A,60 & 62 Mount Davis Road,,0.0,Hong Kong Island
      Block B,56 & 58 Mount Davis Road,,0.0,Hong Kong Island
Cape Villa,28 Cape Road,1980,0.0,Kowloon
Capella HTR,47 Hung To Road,1983,0.0,Kowloon
Capescape,12 Shek O Headland,1965,0.0,Kowloon
Capital Building,6-10 Sun Wui Road,1984,0.0,Kowloon
Capital Building,"Ground Floor:175-189, 189A & 191Lockhart RoadUpper Floors:181 Lockhart Road",1977,0.0,Hong Kong Island
Capital Building,"Ground Floor:85, 87, 91 & 95 Un Chau Street& 100 & 102 Yen Chow StreetUpper Floors:",1978,0.0,Kowloon
      North Block,93 Un Chau Street,,0.0,Kowloon
      South Block,89 Un Chau Street,,0.0,Kowloon
Capital Centre,151 Gloucester Road,1982,0.0,Hong Kong Island
Capital Commercial Building,26 Leighton Road,1981,0.0,Hong Kong Island
Capital Commercial Building,446/448 Shanghai Street,1990,0.0,Kowloon
Capital Trade Centre,62 Tsun Yip Street,1995,0.0,Hong Kong Island
Capitol Centre,5/19 Jardine's Bazaar,1980,0.0,Hong Kong Island
Capitol Centre Tower II,28 Jardine's Crescent,1997,0.0,Kowloon
Capitol Mansion,195/201 Shau Kei Wan Road,1965,0.0,Hong Kong Island
Capri Building,130 Austin Road,1976,0.0,Kowloon
Capricorn Centre,155 Sai Yeung Choi Street N.,1995,0.0,Kowloon
Car Po Commercial Building,"Lower Ground &Ground Floor:18-20 Lyndhurst TerraceUpper Ground,1st - 27/F:37-43 Pottinger Street",1980,0.0,Hong Kong Island
Caravan Court,141/145 Caine Road,1974,0.0,Hong Kong Island
Carble Garden,2/3 Seymour Terrace,1975,0.0,Hong Kong Island
Carbo Mansion,"Lower Ground Floor:325 Queen's Road C. &126-128 Jervois StreetGround Floor:321, 327 & 329Queen's Road C.Upper Floors:325 Queen's Road C.",1988,0.0,Kowloon
Care & Health Building,31 Wing Wo Street,Pre 1945?,0.0,Kowloon
Career and Kenson Industrial,58 Hung To Road,1970,0.0,Kowloon
Career Court,56/58 Tonkin Street,1990,0.0,Kowloon
Carfield Commercial Building,75-77 Wyndham Street,1986,0.0,Kowloon
Caritas Bianchi College of Careers,4 Cliff Road,1979,0.0,Kowloon
Caritas Chai Wan Marden Foundation,330 San Ha Street,,0.0,Kowloon
Caritas Chong Yuet Ming,53 Wah Fu Road,,0.0,Kowloon
Caritas Francis Hsu College,11 Caine Road,1966,0.0,Hong Kong Island
Caritas House,2 Caine Road,1968,0.0,Hong Kong Island
Caritas Ling Yuet Sin Kindergarten,54 Pok Fu Lam Road,1949,0.0,Hong Kong Island
Caritas Lodge,134 Boundary Street,1968,0.0,Kowloon
Caritas Lok Mo Integrated,147L Argyle Street,,0.0,Kowloon
Caritas Lok Yi School,51 Lei King Road,1993,1.0,Kowloon
Caritas Medical Centre,111 Wing Hong Street,,0.0,Kowloon
Caritas Mutual Aid Centre for,28A Fortress Hill Road,2000,0.0,Hong Kong Island
Caritas Shek Kip Mei Community,476 Sai Yeung Choi Street N.,1964,0.0,Kowloon
Caritas Social Centre,256A Prince Edward Road W.,1968,0.0,Kowloon
Caritas Social Centre - Aberdeen,22 Tin Wan Street,1960,0.0,Kowloon
Caritas Social Centre,1 On Tak Road,1970,0.0,Kowloon
Caritas Wu Cheng-Chung,8 Northcote Close,2005,0.0,Hong Kong Island
Carlos,64 Robinson Road,1977,0.0,Hong Kong Island
Carlson Court,51 Sa Po Road,2006,0.0,Kowloon
Carlton Building,2 & 3 Knutsford Terrace,1984,0.0,Kowloon
Carlton Court,5 Marconi Road,1977,0.0,Kowloon
Carlton Court,80 Ma Tau Wai Road,1999,0.0,Kowloon
Carlton Mansion,210 Argyle Street,1965,0.0,Kowloon
Carlyle Garden,39 Cambridge Road,1992,0.0,Kowloon
Carmel English School,7 Carmel Village Street,1959,1.0,Kowloon
Carmel Hill,12 Carmel Road,1992,0.0,Kowloon
Carmel Leung Sing Tak School,"1 Lee On Road,Shun On Estate",,1.0,Kowloon
Carmel Secondary School,55 Chung Hau Street,,1.0,Kowloon
Carmel-on-the-Hill,9 Carmel Village Street,2003,0.0,Kowloon
Carmelia,60 Stanley Village Road,1980,0.0,Kowloon
Carmelite Monastery,68 Stanley Village Road,Pre 1945?,0.0,Kowloon
Carmen Garden,42 Grampian Road,1991,0.0,Kowloon
Carmen's Garden,9 Cox's Road,1997,0.0,Kowloon
Carnarvon Mansion,Ground Floor:8/12E Carnarvon Road &8A/8K Humphreys AvenueUpper Floors:10-12 Carnarvon Road,1959,0.0,Kowloon
Carnarvon Plaza,20 Carnarvon Road,1990,0.0,Kowloon
Carnation Court,43 Tai Hang Road,1996,0.0,Hong Kong Island
Carnival Commercial Building,18 Java Road,1994,0.0,Hong Kong Island
Carnival Mansion,15B Austin Avenue,1958,0.0,Kowloon
Carol Mansion,36/42 Lyttelton Road,1959,0.0,Kowloon
      Block A,20 & 22 Coombe Road,,0.0,Kowloon
      Block B,24 & 26 Coombe Road,,0.0,Kowloon
      Block C,28 & 30 Coombe Road,,0.0,Kowloon
      Block D,32 & 34 Coombe Road,,0.0,Kowloon
Caroline Garden,101 Caroline Hill Road,1995,0.0,Hong Kong Island
Caroline Height,1 Link Road,1985,0.0,Kowloon
Caroline Hill Court,3/15 & 3A/15ACaroline Hill Road,1959,0.0,Hong Kong Island
Caronia,17 Bowen Road,Pre 1945?,0.0,Hong Kong Island
Carprio Mansion,1 Lai Chi Kok Road,1979,0.0,Kowloon
Carrianna Repulse Bay,3 Repulse Bay Road,1982,0.0,Hong Kong Island
Carrick,23 Coombe Road,Pre 1945?,0.0,Kowloon
Carrie Court,22 Man Fuk Road,1966,0.0,Kowloon
