Name of Building,Address,Year of Completion,Property_Type,Location
"Po Kee Building
      *???","Ground Floor:
102/104 Kwong Fuk Rd. &
25/27 Kwong Fuk Square,
Tai Po
Upper Floors:
23 Kwong Fuk Square",1972,,New Territories
"Po Kok Branch School
      ????","DD 124 Lots 2558 &
2560 s.A, Tan Kwai Tsuen
Rd., Hung Shui Kiu,
Yuen Long",-,,New Territories
"Po Kok Secondary School
      ????","9 Choi Ming St.,
Tseung Kwan O",-,,New Territories
"Po Kwong Yuen
      ???","DD 451, Lot 486 RP & Ext.,
Hilltop Rd., Lo Wai,
Tsuen Wan",Pre 1945?,,New Territories
"Po Lam Estate
      *???","18 Po Lam Rd. N.,
Tseung Kwan O
(See Appendix I)",,,New Territories
"      Po Chi House
      ???",(See Appendix I),,,New Territories
"      Po Kan House
      ???",(See Appendix I),,,New Territories
"      Po Kim House
      ???",(See Appendix I),,,New Territories
"      Po Lam Shopping Centre
      ????",(See Appendix I),,,New Territories
"      Po Ning House
      ???",(See Appendix I),,,New Territories
"      Po Tai House
      ???",(See Appendix I),,,New Territories
"      Po Tak House
      ???",(See Appendix I),,,New Territories
"      Po Yan House
      ???",(See Appendix I),,,New Territories
"Po Lam Sports Centre
      ?????","18 Po Lam Rd. N.,
Po Lam Estate
Tseung Kwan O",-,,New Territories
"Po Leung Kuk 1983
      Board of Directors' College
      ??????????","Cheung Hong Estate,
Tsing Yi",-,,New Territories
"Po Leung Kuk 1984 College
      ????????","2 Chap Fuk Rd.,
Tseung Kwan O",1994,,New Territories
"Po Leung Kuk C.W. Chu College
      ????????","1 Tin Sam St.,
Lung Hang Estate,
Tai Wai, Sha Tin",-,,New Territories
"Po Leung Kuk Castar
      Primary School
      ???????","23 Tsing Luk St.,
Tsing Yi",-,,New Territories
"Po Leung Kuk Centenary
      Li Shiu Chung Memorial College
      ?????????????","1 Leung Choi Lane,
Tai Hing Estate,
Tuen Mun",-,,New Territories
"Po Leung Kuk Chan Yat
      Primary School
      ???????","12 Ching Hong Rd.,
Cheung Hong Estate,
Tsing Yi",-,,New Territories
"Po Leung Kuk Chee Jing Yin
      Primary School
      ????????","6D Sha Kok St.,
Pok Hong Estate,
Sha Tin",-,,New Territories
"Po Leung Kuk Chong Kee Ting
      Primary School
      ????????","2 Hang Hong St.,
Yiu On Estate,
Ma On Shan",-,,New Territories
"Po Leung Kuk
      Dr. Jimmy Wong Chi-Ho
      (Tin Sum Valley) Primary School
      ?????????????","1 Tin Sam St.,
Lung Hang Estate,
Tai Wai, Sha Tin",-,,New Territories
"Po Leung Kuk Energetic Youth Club
      ?????????","38 Wang Yip St., E
Yuen Long",-,,New Territories
"Po Leung Kuk Fong Wong
      Kam Chuen Primary School
      ?????????","31 Tin King Rd.,
Leung King Estate,
Tuen Mun",-,,New Territories
"Po Leung Kuk Fung Ching
      Memorial Primary School
      ?????????","2 Pui Shing Rd.,
Tseung Kwan O",-,,New Territories
"Po Leung Kuk
      Hong Kong Taoist Association
      Yuen Yuen Primary School
      ??????????????","26 Tsing Hoi Circuit,
Tuen Mun",-,,New Territories
"Po Leung Kuk Horizon East
      Primary School
      ???????","3 Hing Fu St.,
Tuen Mun",-,,New Territories
"Po Leung Kuk Jockey Club
      Pak Tam Chung Holiday Camp
      ????????????","530 Tai Mong Tsai Rd.,
Pak Tam Chung,
Sai Kung",1981,,New Territories
"Po Leung Kuk Jockey Club
      Tai Tong Holiday Camp
      ???????????","31 Tai Tong Shan Rd.,
Yuen Long",1994,,New Territories
"Po Leung Kuk Law's
      Foundation School
      ?????????","26 Town Park Rd. S.,
Yuen Long",-,,New Territories
"Po Leung Kuk Laws
      Foundation College
      ?????????","8 To Lok Rd.,
Tseung Kwan O",-,,New Territories
"Po Leung Kuk Lee Shing Pik College
      ????????","12-20 On Yin St.,
Tsuen Wan",1982,,New Territories
"Po Leung Kuk Leung Chow
      Shun Kam Primary School
      ?????????","1 Wu Fai St.,
Wu King Estate, Tuen Mun",-,,New Territories
"Po Leung Kuk Li Shiu Chung
      Memorial Rehabilition Centre
      ????????????","7 Yau Ting St.,
Sha Tin",-,,New Territories
"Po Leung Kuk Luk Hing
      Too Primary School
      ????????","18 Po Lam Rd. N.,
Po Lam Estate,
Tseung Kwan O",-,,New Territories
"Po Leung Kuk Ma Kam Ming College
      ????????","38 Wah Ming Rd.,
Fanling",-,,New Territories
"Po Leung Kuk Mr. & Mrs Chan
      Pak Keung Tsing Yi School
      ????????????","2 Tsing Chin St.,
Tsing Yi",-,,New Territories
"Po Leung Kuk Mrs. Ma Kam Ming
      Cheung Fook Sien College
      ????????
      ?????","6 Fu Tung St.,
Fu Tung Estate,
Tung Chung",-,,New Territories
"Po Leung Kuk Padma & Hari Harilela
      Integrated Rehabilitation Centre
      ??????????
      ??????","310 Kwai Shing Circuit,
Kwai Chung",-,,New Territories
"Po Leung Kuk Riverain Primary
      School
      ???????","28 On Chun St.,
Ma On Shan",-,,New Territories
"Po Leung Kuk Siu Hon Sum
      Primary School
      ????????","Sui Wo Court,
Sha Tin",-,,New Territories
"Po Leung Kuk Tang Yuk Tien College
      ????????","5 Wu Fai St.,
Wu King Estate, Tuen Mun",-,,New Territories
"Po Leung Kuk Tin Ka Ping
      Millenium Primary School
      ??????????","4641 Tai Po Rd. Tai Po Kau,
Tai Po",-,,New Territories
"Po Leung Kuk Vicwood K.T. Chong
      No. 2 Primary School
      ??????????","16 Shek Pai Tau Rd.,
Tai Hing Estate,
Tuen Mun",-,,New Territories
"Po Leung Kuk Wing Lung Bank
      Golden Jubilee Sheltered
      Workshop and Hostel
      ???????
      ?????????","33 Razor Hill Rd.,
Sai Kung",-,,New Territories
"Po Leung Kuk Women's Welfare Club
      Western District Fung Lee Pui Yiu
      Primary School
      ??????????
      ??????","11 Kwun Tsing Rd.,
Tuen Mun",-,,New Territories
"Po Leung Kuk Wong Wing Shu
      Primary School
      ????????","2 Tong Yin St.,
Tseung Kwan O",-,,New Territories
"Po Leung Kuk Wu Chung College
      ???????","1 Hang Kam St.,
Heng On Estate,
Ma On Shan",-,,New Territories
"Po Leung Kuk Y.C. Cheng Centre
      ????????","9 Yau Ting St.,
Sha Tin",-,,New Territories
"Po Leung Kuk Yao Ling Sun College
      ????????","3 Shek Wai Kok Rd.,
Shek Wai Kok Estate,
Tsuen Wan",-,,New Territories
"Po Lin Monastery
      ????","Lot 212 etc., Ngong Ping,
Lantau Island",1970,,New Territories
"Po Ling Building
      *???","2/8 Wo Lung St.,
Luen Wo Market",1973,,New Territories
"Po Lok Building
      *???","41/45 Po Heung St.,
Tai Po",1968,,New Territories
"Po Lok Yuen
      ???","9 Wu Tip Shan Village,
Fanling",-,,New Territories
"Po Lun Garden
      ????","57A-57G Po Tong Ha,
Tuen Mun",-,,New Territories
"Po Ming Court
      *???","8 Tong Ming St.,
Tseung Kwan O
(See Appendix III)",1998,,New Territories
"      Po Chung House (Block A)
      ??? (A?)",(See Appendix III),,,New Territories
"      Po Pak House (Block B)
      ??? (B?)",(See Appendix III),,,New Territories
"Po Nga Court
      *???","2 Tai Po Tai Wo Rd., Tai Po
(See Appendix III)",1989,,New Territories
"      Hing Wo House (Block B)
      ??? (B?)",(See Appendix III),,,New Territories
"      Ka Wo House (Block C)
      ??? (C?)",(See Appendix III),,,New Territories
"      Yat Wo House (Block A)
      ??? (A?)",(See Appendix III),,,New Territories
"Po On Building
      *???","2 Castle Peak Rd.
Yuen Long, Yuen Long",1974,,New Territories
"Po On Commercial Association
      Wan Ho Kan Primary School
      ?????????","6 Fu Tung St.,
Fu Tung Estate,
Tung Chung",-,,New Territories
"Po On Commercial Association
      Wong Siu Ching Secondary School
      ?????????","2 Tai Pa St.,
Tsuen Wan",-,,New Territories
"Po On House
      *???","17 Luen On St.,
Fanling",1975,,New Territories
"Po Shing Building
      *????","88 Yuen Long Kau Yuk Rd.,
Yuen Long",1973,,New Territories
"Po Shing Building
      *???","Ground Floor:
61/63 Po Heung St. &
25/29 Nam Shing St., Tai Po
Upper Floors:
59 Po Heung St.",1971,,New Territories
"Po Shing Mansion
      *???","Ground Floor:
24/30 & 70 Hau Tei Square,
Tsuen Wan,
77/89 Tai Ho Rd.
Upper Floors:
72 Hau Tei Square
85A Tai Ho Rd.",1970,,New Territories
Po Shing Yuen,"224 Shung Ching San
Tsuen, Shap Pat Heung,
Yuen Long",-,,New Territories
"Po Sing Centre
      ????","1-25 Ta Chuen Ping St.,
Kwai Chung",1984,,New Territories
"Po Tai Ching She
      ????","DD 77 Lots 786 (Pt.)
774 (Pt.) etc. Off Ping
Che Rd., Ping Che",-,,New Territories
"Po Tang Home for the Age of
      Cham Shan Monastery
      ??????????","16 Lung Ha Wan Rd.,
Clear Water Bay",1979,,New Territories
"Po Tin Estate
      ???","99 Ming Kum Rd., Tuen Mun
(See Appendix I)",,,New Territories
"      Po Tin Shopping Centre
      ????",(See Appendix I),,,New Territories
"Po Tin Interim Housing
      ?????","Ming Kum Rd., Tuen Mun
(See Appendix I)",,,New Territories
"Po Ting Building
      ???","13-25 Yuen Long Pau
Cheung Square, Yuen Long",1971,,New Territories
"Po Tong Garden (Phase 2)
      ???? (?2?)","80 Po Tong Ha,
Tuen Mun",-,,New Territories
"Po Tsui Park
      ????","16 Yuk Nga Lane,
Tseung Kwan O",-,,New Territories
"Po Wah Building
      *???","18/24 Wo Lung St.,
Luen Wo Market",1973,,New Territories
"Po Wah Building
      ???","Ground Floor:
1, 5, 9, 11, 15, 17,
21, 23 & 27
Tai Ming Lane, Tai Po
Upper Floors:
3, 7, 13, 19 & 25
Tai Ming Lane",1971,,New Territories
"Po Wah Garden (Phase 1)
      ???? (???)","111 Po Tong Ha,
Tuen Mun",-,,New Territories
"Po Wai Building
      *????","Ground Floor:
6-14 Tak Yip St., Yuen Long
Upper Floors:
12 Tak Yip St., Yuen Long",1988,,New Territories
"Po Wing Building
      *???","26/32 Wo Lung St.,
Luen Wo Market",1973,,New Territories
"Po Wing Road Sports Centre
      ??????","19 Pak Wo Rd.,
Fanling",-,,New Territories
"Po Yan Building
      *???","Ground Floor:
65 & 69 Po Heung St. &
32 & 36 Wai Yan St., Tai Po
Upper Floors:
67 Po Heung St. &
34 Wai Yan St.",1969,,New Territories
"Po Yip Building
      *????","Ground Floor:
62-70 Texaco Rd. &
391-407 Sha Tsui Rd.,
Tsuen Wan
Upper Floors:
62/70 Texaco Rd., Tsuen Wan",1981,,New Territories
"Pok Hong Estate
      *???","6 Sha Kok St., Sha Tin
(See Appendix I)",,,New Territories
"      Pok Chi House
      ???",(See Appendix I),,,New Territories
"      Pok Hong Shopping Centre
      ????",(See Appendix I),,,New Territories
"      Pok Man House
      ???",(See Appendix I),,,New Territories
"      Pok On House
      ???",(See Appendix I),,,New Territories
"      Pok Tai House
      ???",(See Appendix I),,,New Territories
"      Pok Tat House
      ???",(See Appendix I),,,New Territories
"      Pok Wah House
      ???",(See Appendix I),,,New Territories
"      Pok Yat House
      ???",(See Appendix I),,,New Territories
"      Pok Yue House
      ???",(See Appendix I),,,New Territories
"Pok Ling Garden
      ???","18 Ping Hong Lane,
Yuen Long",1956,,New Territories
"Pok Oi Hospital
      ????","DD 115 Lot 1392
Castle Peak Rd. Yuen Long,
Yuen Long",1960,,New Territories
"Pok Oi Hospital 80th Anniversary
      Tang Ying Hei Secondary School
      ?????????????","2 Tong Yin Lane,
Tseung Kwan O",-,,New Territories
"Pok Oi Hospital Chan Kai
      Memorial College
      ??????????","1 Tin Sam St.,
Lung Hang Estate,
Tai Wai, Sha Tin",-,,New Territories
"Pok Oi Hospital Chan Kwok Wai
      Primary School
      ?????????","2 Tong Ming St.,
Sheung Tak Estate,
Tseung Kwan O",-,,New Territories
"Pok Oi Hospital Jockey Club
      Care and Attention Home
      ????????????","DD 115 Lot 1392 &
837 RP Castle Peak Rd.
Yuen Long",1995,,New Territories
"Pok Oi Hospital Tang Pui King
      Memorial College
      ???????????","YLTL 521,
Long Ping Estate,
Yuen Long",-,,New Territories
"Pok Oi Hospital Tuen Mun
      Nursing Home
      ?????????","2 Siu Lun St.,
Tuen Mun",1998,,New Territories
"Police Dog Unit and
      Force Search Unit (Sha Ling)","19 Kong Nga Po Rd.,
Sheung Shui",-,,New Territories
"Police Tactical Training Unit
      Headquaters
      ????????","1 Wu Tip Shan Rd.,
Fanling",-,,New Territories
"Polly Mansion
      *???","20-24 Tai Fung St.,
Yuen Long",1977,,New Territories
"Poly Centre
      ????","15 Yip Fung St.,
On Lok Tsuen, Fanling",1988,,New Territories
"Pope Paul VI College
      ??????","8 Lei Pui St.,
Kwai Chung",-,,New Territories
Possehl Building,"14-18 Ma Kok St.,
Tsuen Wan",1977,,New Territories
"Power Industrial Building
      ??????","9-15 Wo Heung St.,
Fo Tan",1978,,New Territories
"Prajna Monastery
      ????","DD 5 Lot 1006 (E. Portion),
Off Kam Shan Rd., Tai Po",Pre 1945?,,New Territories
"Precious Blood Children's Village
      ?????","DD 83 Lot 2140,
Off Sha Tau Kok Rd.,
Lung Yeuk Tau",-,,New Territories
"Precious Blood Convent
      ?????","DD 83 Lot 2140,
Off Sha Tau Kok Rd.,
Lung Yeuk Tau",-,,New Territories
"Precision Runway Monitor and
      Backup Air Traffic Control
      Complex
      ?????????
      ??????????","25 Chung Cheung Rd.,
Chek Lap Kok",-,,New Territories
"Pretticoins Garden
      *????","272A-G, 280-309
Ma Tin Tsuen, Yuen Long",1991,,New Territories
Pricerite Group Building,"6 Hong Ting Rd.,
Sai Kung",1988,,New Territories
"Prima Villa
      ???","8 Chui Yan St.,
Sha Tin",2001,,New Territories
"Prime View Garden
      *????","2 King Fung Path,
Tuen Mun
(See Appendix IV)",1985,,New Territories
"      Blocks 1-5
      ?1?5?",(See Appendix IV),,,New Territories
"Primoknit Industrial Building
      ??????","7-9 Kung Yip St.,
Kwai Chung",1977,,New Territories
"Primrose Hill
      ???","168 Kwok Shui Rd.,
Tsuen Wan",2010,,New Territories
"Prince of Wales Hospital
      ???????",Sha Tin,-,,New Territories
"      Main Clinical Block and
      Trauma Centre
      ?????????","30/32 Ngan Shing St.,",,,New Territories
"      Staff Quarters Block E
      ????E?","46 Ngan Shing St.,",,,New Territories
"Prince's Court
      ???","155A Tong Fuk Tsuen,
Lantau Island",-,,New Territories
"Princess Alexandra
      Community Centre
      ???????????","60 Tai Ho Rd.,
Tsuen Wan",1961,,New Territories
"Princess Margaret Hospital
      ?????","2-10 Princess Margaret
Hospital Rd., Kwai Chung",1976,,New Territories
"Princess Margaret Hospital
      Lai King Building
      ?????????","10 Lai Kong St.,
Kwai Chung",-,,New Territories
"Princess Margaret Hospital School
      of General Nursing & Quarters
      ?????????(???)
      ???","232 Lai King Hill Rd.,
Kwai Chung",-,,New Territories
"Pristine Villa
      *????","18 Pak Lok Path,
Sha Tin",1995,,New Territories
"      Blocks 1-14
      ?1-14?",,,,New Territories
"Privacy Cottage
      ????","106A Tai Tong Tsuen,
Yuen Long",1989,,New Territories
"Profit Industrial Building
      *????","1-15 Kwai Fung Crescent &
65-69 Container Port Rd.,
Kwai Chung",1982,,New Territories
"Prosper Centre
      *????","29 Sau Fu St.,
Yuen Long",1994,,New Territories
"Prosperity Centre
      ???(??)?? ???","77/81 Container Port Rd. &
44/52 Kwai Fung Crescent,
Kwai Chung",1980,,New Territories
"Prosperity Mansion
      *????","8 Wan Tau Kok Lane,
Tai Po",1984,,New Territories
"Prosperous Building
      *????","Ground Floor:
70-80 & 84-88 Shui Che
Kwun St., Yuen Long
Upper Floors:
82 Shui Che Kwun St.",1989,,New Territories
"Prosun Building
      ????","2-6 Fui Yiu Kok St.,
Tsuen Wan",1971,,New Territories
"Pu Wah Yuen
      ???","DD 128 Lot 620,
Off Ping Ha Rd.,
Lau Fau Shan",-,,New Territories
"Puguangming Temple
      ????","DD 181 Lots 2, 671 &
819RP., Off Tai Po Rd.,
Sha Tin",-,,New Territories
"Pui Chak Garden
      ????","31A & 31B Pak Sha Tsuen,
Shap Pat Heung,
Yuen Long",-,,New Territories
"Pui Kam House
      *???","Ground Floor:
106/112 Kwong Fuk Rd.,
Tai Po
Upper Floors:
29/31 Kwong Fuk Square",1972,,New Territories
"Pui Kiu College
      ????","1 Tai Wai New Village Rd.,
Sha Tin",-,,New Territories
"Pui Ling School of the Precious Blood
      ???????","13 On Lok Mun St.,
On Lok Tsuen, Fanling",-,,New Territories
"Pui Shing Catholic Secondary School
      ???????","9 Tin Ho Rd.,
Tin Shui Wai",-,,New Territories
"Pun Shan Kok
      ???","1P Peak Rd.,
Cheung Chau",1979,,New Territories
"Pun Yuen Building
      *??","75/75A Luen Wo Rd.,
Luen Wo Market",1982,,New Territories
"Pylon Tower
      ????","12/16 Fui Yiu Kok St.,
Tsuen Wan",1972,,New Territories
"QESOSA Tong Kwok Wah
      Secondary School
      ?????????
      ?????","57 Tin Wah Rd.,
Tin Shui Wai",-,,New Territories
"Qualied College
      ????","2 Kan Hok Lane,
Tseung Kwan O",-,,New Territories
"Queen Elizabeth School
      Old Student's Association
      Secondary School
      ???????????","18 Tin Shing Rd.,
Tin Shui Wai",-,,New Territories
"Queen Villa
      ????","DD 83 Lots 924 (Pt.) &
929 s.B (Pt.),
Lung Yeuk Tau",-,,New Territories
"Queen's College Old Boys'
      Association Secondary School
      ???????","1 Tam Kon Shan Rd.,
Cheung On Estate,
Tsing Yi",-,,New Territories
"Queen's Hill Villas
      ?????","19 Ma Liu Shui San Tsuen,
Fanling",2002,,New Territories
"R.T.C. Gaia School
      ??????","87A Tseng Tau Tsuen
Sheung Tsuen,Tuen Mun",-,,New Territories
"Racecourse Gardens
      ???","6001 Tai Po Rd. Sha Tin,
Sha Tin Racecourse, Sha Tin",1981,,New Territories
"Racecourse Lodge
      ???","6001 Tai Po Rd. Sha Tin,
Sha Tin Racecourse, Sha Tin",1978,,New Territories
"Racecourse Villa
      ???","6001 Tai Po Rd. Sha Tin,
Sha Tin Racecourse, Sha Tin",1981,,New Territories
"Radiant Towers
      ???","1 Yuk Nga Lane,
Tseung Kwan O
(See Appendix V)",1999,,New Territories
"      Towers 1-2
      ?1?2?",(See Appendix V),,,New Territories
"Rainbow Garden
      *????","351 Castle Peak Rd.
Castle Peak Bay, Tuen Mun",1989,,New Territories
"Rainbow Height
      ????","4752 Tai Po Rd. Tai Po Kau,
Tai Po",1983,,New Territories
"Rainbow Lodge
      *???","9 Ping Shan Lane,
Ping Shan, Yuen Long",2003,,New Territories
"Rainbow Mansion
      ???","Ground Floor:
13 Yuen Long Tung Tai St. &
89-93 Yuen Long On Lok Rd.,
Yuen Long
Upper Floors:
13 Yuen Long Tung Tai St.",1976,,New Territories
"Rainbow Villas
      *????","1 Silver Lake Rd.,
Silverstrand, Sai Kung",1986,,New Territories
"Raleigh Centre
      ????","9 Yip Cheong St.,
Fanling",1989,,New Territories
"Rambler Crest
      ???","1 Tsing Yi Rd.,
Tsing Yi",2003,,New Territories
"Rambler Garden Hotel
      ????","1 Tsing Yi Rd.,
Tsing Yi",2003,,New Territories
"Rambler Oasis Hotel
      ????","1 Tsing Yi Rd.,
Tsing Yi",2003,,New Territories
"Rambler Plaza
      ?????","1 Tsing Yi Rd.,
Tsing Yi",2003,,New Territories
"Raton Industrial Building
      *??????","4 Kin Wong St.,
Tuen Mun",1979,,New Territories
"Ravana Garden
      *????","1-3 On King St.,
Sha Tin",1988,,New Territories
Razor Hill Shopping Centre,"8 Razor Hill Rd.,
Sai Kung",1981,,New Territories
"Razor Park
      *???","30 Razor Hill Rd.,
Sai Kung",1988,,New Territories
"Reason Group Tower
      ??????","403 Castle Peak Rd.,
Kwai Chung, Kwai Chung",2014,,New Territories
"Recours La Serre
      *???","118 Tong Yan San Tsuen Rd.,
Ping Shan",2002,,New Territories
"Red Cross Blood Donor Centre
      ????????","8 Tai Ho Rd.,
Tsuen Wan",-,,New Territories
"Redland Garden
      *???","4111 Tai Po Rd.
Tai Po Kau, Tai Po",1990,,New Territories
"Regal Airport Hotel
      ??????","9 Cheong Tat Rd.,
Chek Lap Kok",1999,,New Territories
"Regal Garden
      ????","287 Shek Wu Tong Tsuen,
Pat Heung",-,,New Territories
"Regal Riverside Hotel
      ????","34-36 Tai Chung Kiu Rd.,
Sha Tin",1986,,New Territories
"Regency Lodge
      ???","28 Peak Rd.,
Cheung Chau",1988,,New Territories
"Regency Park
      *????","3 Wah King Hill Rd.,
Kwai Chung",1991,,New Territories
"Regent Centre
      ????",Kwai Chung,1996,,New Territories
"      Tower A
      A?","63 Wo Yi Hop Rd.,",,,New Territories
"      Tower B
      B?","70 Ta Chuen Ping St.,",,,New Territories
"Regent Garden
      ????","26A Hang Tau, Kwu Tung,
Sheung Shui",-,,New Territories
"Regent Villa
      *????","11 Ngan Kwong Wan Rd.,
Lantau Island",1995,,New Territories
"Regentville
      ???","8 Wo Mun St.,
Fanling",2000,,New Territories
"Renaissance College
      ????","5 Hang Ming St.,
Ma On Shan",-,,New Territories
"Residence Oasis
      ????","15 Pui Shing Rd.,
Tseung Kwan O",2002,,New Territories
"Reve Plaza
      *???","5 Chui Wo Lane,
Tai Po",1991,,New Territories
"Rhine Garden
      *????","38 Castle Peak Rd.
Sham Tseng, Tsuen Wan",1992,,New Territories
"Rhine Terrace
      *???","28 Castle Peak Rd.
Sham Tseng, Tsuen Wan",1992,,New Territories
"Rich Building
      *????","6 Tsing Min Path,
Tuen Mun",1981,,New Territories
"Rich Court
      ???","31 Chik Fu St.,
Tai Wai",1996,,New Territories
"Rich Mansion
      ??","71 Chik Fu St., Tai Wai",2002,,New Territories
"Richie House
      ???","8 Wan Shan Rd.,
Tuen Mun",2002,,New Territories
"Richland Garden
      *???","138 Wu Chui Rd.,
Tuen Mun",1992,,New Territories
"Richmond Court
      *????","1-3 Lok Yuen Path,
Sha Tin",1983,,New Territories
"Richmond Hill Garden
      ????","50 San Tau Kok,
Tai Po",-,,New Territories
"Richmond Hill Garden (Phase II)
      ???? (???)","158-165 San Tau Kok,
Tai Po",-,,New Territories
"Richmond Villas
      *???","143, 145-162 Hang Tau,
Kwu Tung, Sheung Shui",-,,New Territories
"Richwealth Industrial Building
      *??????","77/87 Wang Lung St. &
144/146 Yeung Uk Rd.,
Tsuen Wan",1986,,New Territories
"Richwood Park
      *????","33 Lo Fai Rd.,
Tai Po",1995,,New Territories
Riffelberg,"DD 229 Lot 207 & Ext.,
Clear Water Bay Rd.,
Sai Kung",1967,,New Territories
Riftswood,"DD 229 Lot 147,
Clear Water Bay Rd.,
Sai Kung",1970,,New Territories
"Riley House
      *????","88 Lei Muk Rd.,
Kwai Chung",1992,,New Territories
"Rise Park Villas
      *?????","38 Razor Hill Rd.,
Sai Kung",1979,,New Territories
"Riva
      ??","1 Ying Ho Rd., Yuen Long",2013,,New Territories
"Riverain Bayside
      ???","3985 Tai Po Rd. Yuen Chau
Tsai, Tai Po",1996,,New Territories
"Riverwalk
      ????","6 Ngan Kwong Wan Rd.,
Mui Wo, Lantau Island",2015,,New Territories
"Riviera
      *????","369 Castle Peak Rd.
Ting Kau, Tsuen Wan",1964,,New Territories
"Riviera Gardens
      ????",Tsuen Wan,,,New Territories
"      Hoi Chu Mansion
      ???",1-7 Yi Hong St.,1988,,New Territories
"      Hoi Fai Mansion
      ???",2-12 Yi Lok St.,1989,,New Territories
"      Hoi Fung Mansion
      ???",7-9 Yi Lok St.,1989,,New Territories
"      Hoi Har Mansion
      ???",2-12 Yi Hong St.,1988,,New Territories
"      Hoi Kwai Mansion
      ???",1-5 Yi Lok St.,1989,,New Territories
"      Hoi Kwun Mansion
      ???",2-12 Yi Hong St.,1988,,New Territories
"      Hoi Ming Mansion
      ???",7-9 Yi Lok St.,1989,,New Territories
"      Hoi Nga Mansion
      ???",2-12 Yi Hong St.,1988,,New Territories
"      Hoi Ngan Mansion
      ???",1-7 Yi Hong St.,1988,,New Territories
"      Hoi Ning Mansion
      ???",2-12 Yi Lok St.,1989,,New Territories
"      Hoi Po Mansion
      ???",1-7 Yi Hong St.,1988,,New Territories
"      Hoi San Mansion
      ???",1-7 Yi Hong St.,1988,,New Territories
"      Hoi Sing Mansion
      ???",2-12 Yi Hong St.,1988,,New Territories
"      Hoi Tao Mansion
      ???",2-12 Yi Hong St.,1988,,New Territories
"      Hoi Tsui Mansion
      ???",2-12 Yi Lok St.,1989,,New Territories
"      Hoi Wai Mansion
      ???",2-12 Yi Lok St.,1989,,New Territories
"      Hoi Wan Mansion
      ???",2-12 Yi Hong St.,1988,,New Territories
"      Hoi Yat Mansion
      ???",2-12 Yi Lok St.,1989,,New Territories
"      Hoi Yin Mansion
      ???",1-5 Yi Lok St.,1989,,New Territories
"      Hoi Yue Mansion
      ???",1-5 Yi Lok St.,1989,,New Territories
"Riviera Lodge
      *???","61 Ting Kok Rd.,
Tai Po",1995,,New Territories
"Riviera Plaza
      ????","28 Wing Shun St.,
Tsuen Wan",1990,,New Territories
"Rock Cliff
      ??","720 Clear Water Bay Rd.,
Clear Water Bay",1960,,New Territories
"Rohm and Haas Electronic
      Materials Asia
      Technology Centre
      ????????
      ??????","15 On Lok Mun St.,
Fanling",1994,,New Territories
"Rolling Hills
      *????","8 Hung Fa Hom Rd.,
Yuen Long",1999,,New Territories
"Rolling Hills II
      ????","18 Hung Fa Hom Rd.,
Yuen Long",2004,,New Territories
"Ronald McDonald House
      ???????","23 To Shek St.,
Sha Tin",1997,,New Territories
"Rosary Villas
      *????","1-19 Lok Lam Rd.,
Sha Tin",1984,,New Territories
"Rose Garden
      ??","222 Wang Chau Village
Extension Area, Ping Shan",1992,,New Territories
Rose Villa,"309 Castle Peak Rd.
Ting Kau, Tsuen Wan",1950,,New Territories
"Rosedale Gardens
      *????","133 Castle Peak Rd.
San Hui, Tuen Mun",1996,,New Territories
"Rosede Casa
      ????","684 Clear Water Bay Rd.,
A Kung Wan, Sai Kung",1996,,New Territories
"Roseville Villas
      ??","1 Nam Wai Rd.,
Sai Kung",1992,,New Territories
"Route 3 Green Terrace
      ??????","146 & 148 Kam Sheung Rd.,
Pat Heung, Yuen Long",-,,New Territories
"Route Twisk Villa
      *??","99 Route Twisk,
Tsuen Wan",1989,,New Territories
"Roxy Industrial Centre
      ??????","41/49 Kwai Cheong Rd. &
58/66 Tai Lin Pai Rd.,
Kwai Chung",1977,,New Territories
"Royal Ascot
      ???","1 Tsun King Rd.,
Sha Tin",1995,,New Territories
"Royal Camellia
      *????","9 Fairview Park Boulevard,
Yuen Long",1997,,New Territories
"Royal Castle
      *???","23 Pik Sha Rd.,
Silverstrand, Sai Kung",1999,,New Territories
"Royal Dragon Villa
      *????","321 Castle Peak Rd.
Ting Kau, Tsuen Wan",1997,,New Territories
"Royal Forest
      *???","11 Sha Tin Heights Rd.,
Sha Tin",2004,,New Territories
"Royal Garden
      *???","150 Wo Mei,
Sai Kung",-,,New Territories
"Royal Green
      ???","18 Ching Hiu Rd.,
Sheung Shui",2005,,New Territories
"Royal Hong Kong Yacht Club
      ?????","DD 212 Lot 341 & s(EX),
Off Hiram's Highway,
Che Keng Tuk, Sai Kung",-,,New Territories
"Royal Jubilee
      *????","88 San Shing Avenue,
Sheung Shui",2001,,New Territories
"Royal Knoll
      *???","2 Chi Wing Close,
Fanling",1999,,New Territories
"Royal Palms
      ????","Wo Shang Wai, Yuen Long",,,New Territories
,Angel Island Avenue,1996,,New Territories
,Carmel Avenue,1995,,New Territories
,Catalina Avenue,1996,,New Territories
,Coronado Avenue,1995,,New Territories
,Marin Avenue,1995,,New Territories
,Melrose Avenue,1996,,New Territories
,Monterey Avenue,1995,,New Territories
,Napa Avenue,1995,,New Territories
,Palm Canyon Drive,1995,,New Territories
,Pasadena Avenue,1996,,New Territories
,San Diego Avenue,1995,,New Territories
,San Francisco Avenue,1996,,New Territories
