Name of Building,Address,Year of Completion,Property_Type,Location
"      Shin Tsui House
      ???",(See Appendix I),,,New Territories
"Fu Shin Mansion
      ???","39-41 Fu Shin St.,
Tai Po",1980,,New Territories
"Fu Shin Shopping Centre
      ????","12 On Po Rd.,
Fu Shin Estate, Tai Po",-,,New Territories
"Fu Shin Sports Centre
      ?????","12 On Po Rd.,
Tai Po",-,,New Territories
"Fu Shing Building
      *????","7-13 Fu Shin St.,
Tai Po",1982,,New Territories
"Fu Shing Building
      ????","87 Sheung Che,
Pat Heung",-,,New Territories
"Fu Shing Building
      *????","9 Sai Ching St.,
Yuen Long",1986,,New Territories
"Fu Tai Estate
      ???","9 Tuen Kwai Rd., Tuen Mun
(See Appendix I)",,,New Territories
"      Ancillary Facilities Block
      ??????",(See Appendix I),,,New Territories
"      Chung Tai House
      ???",(See Appendix I),,,New Territories
"      Fu Tai Shopping Centre
      ????",(See Appendix I),,,New Territories
"      Kin Tai House
      ???",(See Appendix I),,,New Territories
"      Kwan Tai House
      ???",(See Appendix I),,,New Territories
"      Mei Tai House
      ???",(See Appendix I),,,New Territories
"      Ning Tai House
      ???",(See Appendix I),,,New Territories
"      Oi Tai House
      ???",(See Appendix I),,,New Territories
"      Sau Tai House
      ???",(See Appendix I),,,New Territories
"      Yan Tai House
      ???",(See Appendix I),,,New Territories
"      Yat Tai House
      ???",(See Appendix I),,,New Territories
"      Yin Tai House
      ???",(See Appendix I),,,New Territories
"      Ying Tai House
      ???",(See Appendix I),,,New Territories
"Fu Tung Estate
      ???","6 Fu Tung St., Tung Chung
(See Appendix I)",,,New Territories
"      Fu Tung Plaza
      ????",(See Appendix I),-,,New Territories
"      Tung Ma House
      ???",(See Appendix I),,,New Territories
"      Tung Po House
      ???",(See Appendix I),,,New Territories
"      Tung Shing House
      ???",(See Appendix I),,,New Territories
"Fu Wah House
      ???","Ground Floor:
32 & 36 Hau Tei Square,
Tsuen Wan
Upper Floors:
34 Hau Tei Square",1966,,New Territories
"Fu Wah Industrial Building
      *??????","17 Hi Yip St.,
Yuen Long",1985,,New Territories
"Fu Wing House
      ???","15-17 Fu Shin St.,
Tai Po",1980,,New Territories
"Fu Wing Mansion
      *????","138 Jockey Club Rd.,
Sheung Shui",1994,,New Territories
"Fu Yam Building
      *???","43-45 Fu Shin St.,
Tai Po",1978,,New Territories
"Fu Yee Garden
      *????","29E Ha Tsuen Shi,
Ha Tsuen, Yuen Long",-,,New Territories
"Fu Yee Garden (Phase II)
      *????II?","30 Ha Tsuen Shi,
Ha Tsuen, Yuen Long",-,,New Territories
"Fu Yin Building
      *???","25-27 Luen On St.,
Luen Wo Market",1977,,New Territories
"Fu Yip House
      ???","DD 129 Lot 3490
Off Deep Bay Rd.,
Lau Fau Shan",-,,New Territories
"Fu Yu Yuen
      ???","DD 129 Lot 1966A Off
Deep Bay Rd.,
Lau Fau Shan",-,,New Territories
"Fu Yue House
      ???","27-29 Fu Shin St.,
Tai Po",1988,,New Territories
"Fu Yuen Industrial Building
      *??????","18/22 Fui Yiu Kok St.,
Tsuen Wan",1970,,New Territories
"Fu Yung Building
      *????","Ground Floor:
1, 2, 4 & 5 Fu Yung St.,
102/104 Sha Tsui Rd.,
Tsuen Wan
Upper Floors:
3 Fu Yung St.",1972,,New Territories
"Fu Yung House
      *???","Ground Floor:
13, 14, 16 & 17,
Fu Yung St. &
3 Tai Pa St., Tsuen Wan
Upper Floors:
15 Fu Yung St.",1971,,New Territories
"Fugro Development Centre
      ??????","5 Lok Yi St.,
Tuen Mun",1985,,New Territories
"Fuk Cheong Building
      *???","Ground Floor:
12/14 Kwong Fuk Lane &
5, 7 & 19 Kwong Fuk Square,
Tai Po
Upper Floors:
3, 9 & 15 Kwong Fuk Square",1972,,New Territories
"Fuk Chiu House
      ???","63/69 Yuen Long Kau
Yuk Rd., Yuen Long",1972,,New Territories
"Fuk Hing Yuen
      ???","DD 121 Lots 1138 & etc.,
Off Castle Peak Rd. Ping
Shan, Tong Yan San Tsuen",-,,New Territories
"Fuk Loi Estate
      ???","55 Hoi Pa St., Tsuen Wan
(See Appendix I)",,,New Territories
"      Wing Cheung House
      ???",(See Appendix I),,,New Territories
"      Wing Hing House
      ???",(See Appendix I),,,New Territories
"      Wing Hong House
      ???",(See Appendix I),,,New Territories
"      Wing Ka House
      ???",(See Appendix I),,,New Territories
"      Wing Lok House
      ???",(See Appendix I),,,New Territories
"      Wing Lung House
      ???",(See Appendix I),,,New Territories
"      Wing Ning House
      ???",(See Appendix I),,,New Territories
"      Wing Tai House
      ???",(See Appendix I),,,New Territories
"      Wing Ting House
      ???",(See Appendix I),,,New Territories
"Fuk On Garden
      ????","120 Fuk Hing Tsuen,
Wang Chau, Yuen Long",-,,New Territories
"Fuk Shing Commercial Building
      ??????","28 On Lok Mun St.,
Fanling",1999,,New Territories
"Fuk Sing Building
      ???","14/24 Tai Pei Tau Path,
Yuen Long",1972,,New Territories
"Fuk Sing Hin
      ???","136B Tong Fuk Tsuen,
Lantau Island",-,,New Territories
"Fuk Tak Building
      ???","234/242 Castle Peak Rd.
Yuen Long, Yuen Long",1971,,New Territories
"Fuk Tak Education Society
      Primary School
      ??????","GLA DN493 Lin Ma Hang Rd.,
Sha Tau Kok",,,New Territories
"Fuk Tong Mansion
      ???","28 Castle Peak Rd. San Hui,
Tuen Mun",1981,,New Territories
"Fuk Wah Building
      ???","137 & 139 Kwong Fuk Rd.,
Tai Po",1976,,New Territories
"Fuk Wing Building
      *???","52 Kwong Fuk Rd.,
Tai Po",1976,,New Territories
"Fuk Yip Building
      *???","12 Kik Yeung Rd.,
Yuen Long",1979,,New Territories
"Full Art Garden
      ????","20A Ngau Keng,
Yuen Long",-,,New Territories
"Full King Building
      *????","4 Wan Tau Kok Lane,
Tai Po",1987,,New Territories
"Full Park
      ????",Tuen Mun,-,,New Territories
"      Blocks A - D
      A - D?",210 Nai Wai,,,New Territories
"      Blocks E - G
      E - G?",261 Nai Wai,,,New Territories
"Full Scene Garden
      *????","19 Ting Kok Rd.,
Tai Po",,,New Territories
"      Fullview Court
      ???",,,,New Territories
"      Phase I
      ???",,1990,,New Territories
"      Phase II
      ???",,2000,,New Territories
"Full Silver Garden
      *????","50 Yuen Kong San Tsuen,
Yuen Long",1996,,New Territories
"Full Wealthy Villa
      ????","31-33 & 35-39 Tai Che,
Sha Tin",-,,New Territories
"Full Yau Court
      *???","Ground Floor:
37-51, 51A-F, 51H-51N &
51P Yau San St., Yuen Long
Upper Floors:
51G Yau San St.",1987,,New Territories
"Fuller Garden
      *????","8 Chui Lok St.,
Tai Po",1997,,New Territories
"      Begonia Court (Tower 2)
      ??? (?2?)",,,,New Territories
"      Marigold Court (Tower 1)
      ??? (?1?)",,,,New Territories
"Fuller Gardens Phase II
      *???????","23 Kau Hui Chik St.,
Tai Po",1998,,New Territories
"      Cinnamon Court
      ???",,,,New Territories
"Fullway Garden
      *????","7 Silver Crest Rd.,
Silverstrand, Sai Kung",1983,,New Territories
"Fullytech Centre
      ?????","18 Tak Hoi St.,
Tsuen Wan",2004,,New Territories
"Fulwealth Court
      ???","Shap Pat Heung, Yuen Long",-,,New Territories
"      Block A
      A?",57 Hung Tso Tin Tsuen,,,New Territories
"      Block B
      B?",56 Hung Tso Tin Tsuen,,,New Territories
"Fun Kee Industrial Building
      *??????","42/44 Fui Yiu Kok St.,
Tsuen Wan",1971,,New Territories
"Fung Cheung Building
      *????","Ground Floor:
33-43 Fung Cheung Rd. &
20-22 Fung Heung St.,
Yuen Long
Upper Floors:
41 Fung Cheung Rd.",1982,,New Territories
"Fung Chi Yuen
      ???","DD 124 Lots 1938 etc.,
Off Tin Ha Rd., Ha Tsuen",-,,New Territories
"Fung Chik Sen Villa
      ????","DD 354 Lot 259
Castle Peak Rd. Ting Kau,
Tsuen Wan",-,,New Territories
"Fung Choi Tor
      ???","99 Pai Tau Tsuen,
Off Tai Po Rd. Sha Tin",-,,New Territories
"Fung Choy House
      ???","Ground Floor:
8/10 Hop Choi St. &
2/6 & 10/12 Yuen Long
New St., Yuen Long
Upper Floors:
8 Yuen Long New St.",1974,,New Territories
"Fung Ha Kok
      ???","1D The Peak,
Cheung Chau",-,,New Territories
"Fung Hing Building
      ???","Ground Floor:
33/35 Yuen Long Hong Lok
Rd. & 36, 40, 42 Yuen Long
Kau Yuk Rd., Yuen Long
Upper Floors:
38 Yuen Long Kau Yuk Rd.",,,New Territories
"Fung Kai Innovative School
      ??????","19A Jockey Club Rd.,
Sheung Shui",-,,New Territories
"Fung Kai Kindergarten
      ?????","21 Jockey Club Rd.,
Sheung Shui",1988,,New Territories
"Fung Kai Liu Man Shek Tong
      Secondary School
      ????????","6 Fung Nam Rd.,
Sheung Shui",-,,New Territories
"Fung Kai Liu Yun Sum
      Memorial School
      ?????????","21 Wah Ming Rd.,
Wah Ming Estate,
Fanling",-,,New Territories
"Fung Kai No. 1 Secondary
      School, Sheung Shui
      ??????","17 Jockey Club Rd.,
Sheung Shui",-,,New Territories
"Fung Kai No.1 Primary School
      ??????","19 Jockey Club Rd.,
Sheung Shui",-,,New Territories
"Fung Kai No.1 Primary School
      Annex
      ??????????","15 Jockey Club Rd.,
Sheung Shui",-,,New Territories
"Fung Kam Street Sports Centre
      ?????","20 Fung Yau St. N,
Yuen Long",-,,New Territories
"Fung King Building
      ???","1-7 Luen Cheong St.,
Luen Wo Market",1981,,New Territories
"Fung King House
      ???","122 Pak She San Tsuen,
Cheung Chau",-,,New Territories
"Fung King Industrial Building
      *??????","24/28 Lam Tin St.,
Kwai Chung",1971,,New Territories
"Fung Loi
      ??","400 Castle Peak Rd.
Ting Kau, Tuen Mun",-,,New Territories
"Fung Lok Gardens
      ???","2-6 Ma Yeung Path,
Sha Tin",1985,,New Territories
"Fung Ming House
      ???","124 Pak She San Tsuen,
Cheung Chau",-,,New Territories
"Fung Nin Building
      ???","26-36 Tai Pei Tau Path &
7 Fung Nin Rd., Yuen Long",1968,,New Territories
"Fung Nin Building
      *???","Ground Floor:
28 & 32 Tai Wing Lane,
Tai Po
Upper Floors:
30 Tai Wing Lane",1971,,New Territories
Fung Sau Villa,"12 Fung Sau Rd., Sai Kung",1981,,New Territories
"Fung Shing Court
      *???","Sha Tin
(See Appendix III)",1985,,New Territories
"      Fu Shing House (Block C)
      ??? (C?)","6 Fung Shek St.
(See Appendix III)",,,New Territories
"      Wah Shing House (Block B)
      ??? (B?)","4 Fung Shek St.
(See Appendix III)",,,New Territories
"      Wing Shing House
      (Block A)
      ??? (A?)","2 Fung Shek St.
(See Appendix III)",,,New Territories
"Fung Shue Wo Sports Centre
      ??????","10 Fung Shue Wo Rd.,
Tsing Yi Estate, Tsing Yi",,,New Territories
"Fung Ting Court
      *???","8 Fung Cheung Rd.,
Yuen Long
(See Appendix III)",2001,,New Territories
"      Wa Ting House (Block B)
      ??? (B?)",(See Appendix III),,,New Territories
"      Yan Ting House (Block A)
      ??? (A?)",(See Appendix III),,,New Territories
"Fung Wo Estate
      ???","3 Fung Shun St., Sha Tin
(See Appendix I)",,,New Territories
"      Wo On House (Block 2)
      ??? (?2?)",(See Appendix I),,,New Territories
"      Wo Shun House (Block 1)
      ??? (?1?)",(See Appendix I),,,New Territories
"      Wo Yue House (Block 3)
      ??? (?3?)",(See Appendix I),,,New Territories
"Fung Yat Social Service Complex
      ????????","364 Kwai Shing Circuit,
Kwai Chung",1991,,New Territories
"Fung Ying Sin Koon
      ????","66 Pak Wo Rd.,
Fanling",-,,New Territories
"Fung Yue Building
      ???","70/86 Yuen Long Kau
Yuk Rd., Yuen Long",1972,,New Territories
"Fung Yuen
      ??","9 Lok Lo Ha Village,
Sha Tin",-,,New Territories
"G.T. (Ellen Yeung) School
      ?? (????) ??","10 Ling Kwong St.,
Tseung Kwan O",-,,New Territories
"Gallop Court
      ???","2 Ngan Wan Rd., Mui Wo,
Lantau Island",1987,,New Territories
"Galore Garden
      ????","100 San Sang Tsuen,
Ha Tsuen, Yuen Long",-,,New Territories
"Garden Rivera
      *????","20-30 Tai Chung Kiu Rd.,
Sha Tin",1984,,New Territories
Garden Villa,"15 Tai Chung Kiu Rd.,
Sha Tin",1973,,New Territories
"Garden Villa
      *???","2-18 Mei Wo Circuit,
Sha Tin",1989,,New Territories
"Garden Villa
      *????","250-254 Sheung Sze Wan,
Clear Water Bay",1983,,New Territories
Garden Villa,"DD 115 Lot 1356
Castle Peak Rd. Yuen Long,
Yuen Long",-,,New Territories
"Garden Vista
      *????",Sha Tin,,,New Territories
"      Blocks A-C
      A?C?","11-13 On King St.,",1989,,New Territories
"      Blocks D-F
      D?F?",15-17 On King St.,1990,,New Territories
"GATEWAY ts
      ??","8 Cheung Fai Rd.,
Tsing Yi",1982,,New Territories
"Gay Villa Restaurant
      ????","DD 180 Lots 959 & 960,
Off Tai Po Rd. Tai Wai,
Sha Tin",1979,,New Territories
"Gemmy Development Industrial
      Building
      ????????","3 Kin Tai St.,
Tuen Mun",1979,,New Territories
"General Chamber of Commerce &
      Industry of Tung Kun District
      Cheong Wong Wai Primary School
      ???????????","2 Chui Tin St.,
Sun Chui Estate,
Sha Tin",-,,New Territories
"General Chamber of Commerce And
      Industry of The Tung Kun District
      Lau Pak Lok Secondary School
      ???????????","1 Chik Tai Lane,
Tai Wai",-,,New Territories
"Genuine Court
      *????","200 Tsz Tong Tsuen,
Kam Tin, Yuen Long",-,,New Territories
"Gertrude Simon Lutheran College
      ?????????","1 Town Park Rd. N.,
Yuen Long",-,,New Territories
Girasol,"DD 35 in Lot 299,
Off Tai Po Rd. Tai Po Kau,
Tai Po",-,,New Territories
"Glamour Garden
      *???","2 Wai Hon Rd.,
Fanling",1991,,New Territories
"Glamour Garden
      ????","Ground Floor:
1-5 Chik Fai St. &
22-26 Mei Tin Rd., Tai Wai
Upper Floors:
1/5 Chik Fai St.",1985,,New Territories
"Glassview Commercial Building
      ??????","65 Castle Peak Rd.
Yuen Long, Yuen Long",2002,,New Territories
"Glee Industrial Building
      *??????","77-81 Chai Wan Kok St.,
Tsuen Wan",1980,,New Territories
Glenthorne,"18 Fei Ngo Shan Rd.,
Sai Kung",1958,,New Territories
"Global Trade Centre
      ????","15 Wing Kin Rd.,
Kwai Chung",1994,,New Territories
"Glorious Garden
      *????","45 Lung Mun Rd.,
Tuen Mun
(See Appendix IV)",1999,,New Territories
"      Blocks 1-12
      ?1?12?",(See Appendix IV),,,New Territories
"Glorious Peak
      ??","16 Ching Hiu Rd.,
Sheung Shui",2007,,New Territories
"Gold Chalet
      ????","1 Serenity Path,
Silverstrand, Sai Kung",1982,,New Territories
"Gold Coast Hotel
      ??????","1 Castle Peak Rd.
Castle Peak Bay, Tuen Mun",1993,,New Territories
"Gold Coast Piazza
      ??????","1 Castle Peak Rd. Castle
Peak Bay, Hong Kong
Gold Coast, Tuen Mun",1992,,New Territories
"Gold Coast Yacht and
      Country Club
      ???????","1 Castle Peak Rd.
Castle Peak Bay, Tuen Mun",1992,,New Territories
"Gold Flare House
      *???","7 Shung Tak St.,
Tai Po",1980,,New Territories
"Gold King Industrial Building
      *??????","35-41 Tai Lin Pai Rd.,
Kwai Chung",1987,,New Territories
"Gold Lake Garden
      *????","3 Sai Wan Rd.,
Cheung Chau",1983,,New Territories
"Gold Reserved Court
      *???","Ground Floor:
12/14 & 18/20
Tai Ming Lane, Tai Po
Upper Floors:
16 Tai Ming Lane",1972,,New Territories
"Gold Sun Industry Building
      ??????","1 San Hop Lane,
Tuen Mun",1977,,New Territories
"Gold Villa
      *??","389 Clear Water Bay Rd.,
Pak Shek Wo, Sai Kung",1988,,New Territories
"Gold Way Industrial Centre
      *??????","16-20 Wing Kin Rd.,
Kwai Chung",1982,,New Territories
"Golden Bear Industrial Centre
      *??????","66-82 Chai Wan Kok St.,
Tsuen Wan",1980,,New Territories
"Golden Building
      *???","Ground Floor:
6/8 Fu Yung St.,
3 Heung Wo St., Tsuen Wan
Upper Floors:
1 Heung Wo St.",1970,,New Territories
"Golden Coast
      ????","168 South Lantau Rd.,
Lantau",2006,,New Territories
"Golden Court
      *???","Ground Floor:
42-48, 52-58 Yan Oi
Tong Circuit, Tuen Mun
Upper Floors:
50 Yan Oi Tong Circuit",1978,,New Territories
"Golden Cove Lookout
      *???",Sai Kung,,,New Territories
"      Phase I
      ???",26 Silver Cape Rd.,1981,,New Territories
"      Phase II
      ???",23 Silver Cape Rd.,1983,,New Territories
"Golden Dragon Industrial Centre
      *??????",Kwai Chung,,,New Territories
"      Block I
      ???",152-160 Tai Lin Pai Rd.,1977,,New Territories
"      Block II
      ???",162-170 Tai Lin Pai Rd.,1978,,New Territories
"      Block III
      ???",172-180 Tai Lin Pai Rd.,1978,,New Territories
"      Block IV
      ???",182-190 Tai Lin Pai Rd.,1978,,New Territories
"Golden Hall Building
      *????","49-63 Castle Peak Rd.
Yuen Long, Yuen Long",1978,,New Territories
"Golden House
      ??","DD 185 Lot 550,
Off Tai Po Rd. Sha Tin,
Sha Tin",1964,,New Territories
"Golden Industrial Building
      *??????","16-26 Kwai Tak St.,
Kwai Chung",1984,,New Territories
"Golden Inn Garden (Stage II)
      ??????","73 & 75 Sheung Yau Tin Tsuen,
Shap Pat Heung, Yeun Long",-,,New Territories
"Golden Lake Villa
      ????","29 Silver Cape Rd.,
Sai Kung",1977,,New Territories
"Golden Lion Garden Phase I
      ???????","5/7 Chui Tin St., Sha Tin",1986,,New Territories
"      Golden Beauty Court (Block B)
      ??? (B?)",,,,New Territories
"      Golden Carnival Court (Block D)
      ??? (D?)",,,,New Territories
"      Golden Glory Court (Block E)
      ??? (E?)",,,,New Territories
"      Golden Harmony Court (Block C)
      ??? (C?)",,,,New Territories
"      Golden Harvest Court (Block F)
      ??? (F?)",,,,New Territories
"      Golden Healthy Court (Block A)
      ??? (A?)",,,,New Territories
"Golden Lion Garden Phase II
      ???????","1/3 Kak Tin St., Sha Tin",1987,,New Territories
"      Golden Comfort Court (Block D)
      ??? (D?)",,,,New Territories
"      Golden Coronet Court (Block G)
      ??? (G?)",,,,New Territories
"      Golden Fortune Court (Block E)
      ??? (E?)",,,,New Territories
"      Golden Fullness Court (Block F)
      ??? (F?)",,,,New Territories
"      Golden Mascot Court (Block B)
      ??? (B?)",,,,New Territories
"      Golden Peace Court (Block C)
      ??? (C?)",,,,New Territories
"      Golden Wealth Court (Block A)
      ??? (A?)",,,,New Territories
"Golden Orchid Court
      *???","3 Luk Yuen St.,
Tuen Mun",1979,,New Territories
"Golden Plaza
      ????","28 Shui Che Kwun St.,
Yuen Long",1989,,New Territories
"Golden Resources Centre
      ????","2-12 Cheung Tat Rd.,
Tsing Yi",1987,,New Territories
"Golden Sunflower Industrial
      Building (Block B)
      *?????? (B?)","30/38 Lam Tin St.,
Kwai Chung",1970,,New Territories
"Golden Time Villas
      *????","33 Sha Tin Heights Rd.,
Sha Tin",1979,,New Territories
"Golden Town Industrial Building
      ??????","2 Wang Yip St. E.,
Yuen Long",1986,,New Territories
"Golden Villa
      ????","246A Pak Sha Tsuen,
Shap Pat Heung, Yuen Long",-,,New Territories
"Golden Villa
      *???","200 Castle Peak Rd.
Ting Kau, Tsuen Wan",1995,,New Territories
"Golden Villa
      ????","5 Pik Sha Rd.,
Sai Kung",1978,,New Territories
"Golden Villa
      ????","6 Castle Peak Rd.
Sham Tseng, Tsuen Wan",1992,,New Territories
"Goldfield Industrial Building
      *??????","144-150 Tai Lin Pai Rd.,
Kwai Chung",1979,,New Territories
"Goldfield Industrial Centre
      ??????","1 Sui Wo Rd.,
Sha Tin",1984,,New Territories
"Goldlion Holdings Centre
      ???????","13-15 Yuen Shun Circuit,
Sha Tin",1989,,New Territories
"Golf Parkview
      ?????","83 Castle Peak Rd.
Kwu Tung",2004,,New Territories
"Golf View Garden
      *????","84L Hang Tau,
Kwu Tung",-,,New Territories
"Golf Villa
      ?????","DD 92 Lots 2012 &
DD 94 Lot 113, Off
Castle Peak Rd. Kwu Tung",-,,New Territories
"Good Harvest Centre
      ??????","33 On Chuen St.,
Fanling",1991,,New Territories
"Good Harvest Industrial Building
      ???????","9 Tsun Wen Rd.,
Tuen Mun",1988,,New Territories
"Good Luck Mansion
      ???","101/121 Yuen Long Kau
Yuk Rd. & 1 On Hong Rd.,
Yuen Long",1973,,New Territories
