Name of Building,Address,Year of Completion,Property_Type,Location
"Man Fat Mansion
      *????","Ground Floor:
30/30C Belcher's St. &
20/22, 26/28 Sands St.
Upper Floors:
24 Sands St.",1965,,
"Man Fook Building
      *???",1180/1182 Canton Rd.,1975,,
"Man Foong Industrial Building
      *??????",7 Cheung Lee St.,1977,,
"Man Fuk Building
      *????",40 Yuet Wah St.,1970,,
"Man Fung Building
      *???",101/102 Connaught Rd. W.,1967,,
"Man Fung Building
      ???",165 Po Kong Village Rd.,1977,,
"Man Fung Building
      ????",180 Tai Nan St.,1996,,
"Man Hee Mansion
      *????","2/12A Johnston Rd.,
4 Landale St. &
21 Li Chit St.",1965,,
"Man Hing Building
      *???",6/12A Cheong Lok St.,1966,,
"Man Hing Building
      ????","32, 32A & 34A Boundary St.",1965,,
"Man Hing Commercial Building
      *????",79/83 Queen's Rd. C.,1974,,
"Man Hing House
      *???",122 & 124 Sai Wan Ho St.,1981,,
"Man Hing Industrial Centre
      ??????",4 Yip Fat St.,1974,,
"Man Hing Mansion
      *????","Ground Floor:
193/195 Wan Chai Rd. &
1/3 Tak Yan St.
Upper Floors:
193/195 Wan Chai Rd.",1973,,
"Man Hoi Building
      *????",98 & 100 Electric Rd.,1978,,
"Man Hoi Mansion
      *???",80/82 Cheung Sha Wan Rd.,1965,,
"Man Hong Apartments
      *????","Ground Floors:
241/249 Shau Kei Wan Rd. &
5/7 Sun Sing St.
Upper Floors:
249 Shau Kei Wan Rd.",1965,,
"Man Hoo Court
      *???","Ground Floor:
448, 450, 452 &
452A Nathan Rd.
Upper Floors:
448/452 Nathan Rd.",1978,,
"Man Kay Mansion
      *????",40/46 Junction Rd.,1974,,
"Man Kee Mansion
      *????",86-86E Waterloo Rd.,1966,,
"Man King Building
      *???","25/47 Man Ying St. &
26/48 Man Wui St.",1967,,
"Man King Building
      *???","Ground Floor:
1 Hing Wo St. &
49 Shek Pai Wan Rd.
Upper Floors:
3 Hing Wo St.",1974,,
"Man King Building
      *????","Ground Floor:
9 & 11 Bonham Strand W. &
173 & 175 Wing Lok St.
Upper Floors:
9/11 Bonham Strand W.",1985,,
"Man Kiu Association Primary School
      ????",Upper Ngau Tau Kok Estate,-,,
"Man Kiu College
      ????",81 Cloud View Rd.,1977,,
"Man Kwong Court
      *???",12 Smithfield,1991,,
"Man Lam Christian Church,
      The Church of Christ in China
      ?????????",9 Village Rd.,1983,,
"Man Lee Building
      *???",11/11A Aberdeen St.,1971,,
"Man Lee Building
      *????","Ground Floor:
19 & 21 Man On St.
Upper Floors:
19/21 Man On St.",1991,,
"Man Lin Building
      *????","Ground Floor:
96 &100 Prince Edward
Rd. W.
Upper Floors:
98 Prince Edward Rd. W.",1968,,
"Man Lok Building
      *??????","Ground Floor:
117 Wing Lok St.
91 Bonham Strand
Upper Floors:
93 Bonham Strand",1978,,
"Man Man Building
      *??????",45 Jardine's Bazaar,1980,,
"Man Mo Temple
      ???",130 Hollywood Rd.,Pre 1945?,,
"      Virtue Court
      ???",,,,
"Man On Building
      *????","15-19C Poplar St.
12B-12D Boundary St.",1966,,
"Man On Building
      *???","19-21 Shing On St.
15 Tai Shek St.",1966,,
"Man On Building
      *????",2/6 Man On St.,1985,,
"Man On Building
      *????",79/85 Tai Po Rd.,1964,,
"Man On Building
      *????",282/290A Lai Chi Kok Rd.,1963,,
"Man On Commercial Building
      *??????",12/13 Jubilee St.,1974,,
"Man On House
      *???",,1977,,
"      Block A
      A?",161 Wan Chai Rd.,,,
"      Block B
      B?",155 Wan Chai Rd.,,,
"      New Century Plaza
      ?????",151/163 Wan Chai Rd.,,,
"Man On House
      *???","Ground Floor:
2-4 Tung On St.
Upper Floors:
2/4 Tung On St.",1986,,
"Man Po Building
      *????",28 Yuk Wah Crescent,1975,,
"Man Po Building
      ???",48 Ngan Fung St.,1970,,
"Man Shing Building
      ????",41/45 Temple St.,1967,,
"Man Shun Factory Building
      *??????",20 Chi Kiang St.,1972,,
"Man Shung Industrial Building
      *??????",7 Lai Yip St.,1970,,
"Man Tak Building
      ???",406/408 Shanghai St.,1965,,
"Man Tak House
      *???",21 Clear Water Bay Rd.,1990,,
"Man Tung Building
      *????",41 Kennedy Rd.,1979,,
"Man Wah Building
      *???","1/23 Man Ying St. &
2/24 Man Wui St.",1965,,
"Man Wah Building
      *???",34/36 Yik Yam St.,1975,,
"Man Wah Building
      ???",7/7D Sui Man Rd.,1971,,
"Man Wah Court
      *???",21 Tsung Man St.,1984,,
"Man Wah Court
      *???",7 Peony Rd.,1984,,
"Man Wah Heights
      *???",30 Inverness Rd.,1972,,
"Man Wai Building
      *???","1/23 Man Cheong St. &
2/24 Man Wai St.",1965,,
"Man Wing Mansion
      *????",503/507 Nathan Rd.,1970,,
"Man Wo Garden Mansion
      *??????",38 Yuet Wah St.,1965,,
"Man Woo Building
      *????","Ground Floor:
56, 56A, 60, 64, 66, 68,
70 & 72 Poplar St. &
227, 227A, 227B, 227C,
227D, 229 & 229A
Sai Yeung Choi St. N.
Upper Floors:
62 Poplar St.",1981,,
"Man Yee Building
      ????",68 Des Voeux Rd. C.,1999,,
"Man Ying Building
      *???","2/24 Man Ying St. &
1/23 Man Yuen St.",1964,,
"Man Yiu Building
      *???","25/47 Man Wai St. &
26/48 Man Yuen St.",1969,,
"Man Yue Court
      *???",38/40 Ho Man Tin St.,1987,,
"Man Yue Mansion
      *????","26 Kam Wing St. &
20/34A Shung Ling St.",1964,,
"Man Yuen
      *??",6 Ho Man Tin St.,1968,,
"Man Yuen Building
      *???","2/24 Man Yuen St. &
1/23 Man Wai St.",1964,,
"Man Yuen Garden
      *??????",52A & 52B Kennedy Rd.,1964,,
"Man Yuen Mansion
      *????",16 Grampian Rd.,1972,,
"Man Yui Building
      *????","172/176 Cheung Sha
Wan Rd.",1969,,
"Manchester Court
      *???",42/50 Ho Man Tin St.,1990,,
"Mandarin Building
      *????",35/43 Bonham Strand,1979,,
"Mandarin Building
      *????",42 Yuet Wah St.,1970,,
"Mandarin Commercial House
      *??????",38 Morrison Hill Rd.,1980,,
"Mandarin Court
      *????",,,,
"      Block 1
      ???",134/136 Argyle St.,1958,,
"      Block 2
      ???",138/140 Argyle St.,1960,,
"      Block 3
      ???",142/144 Argyle St.,1961,,
"      Block 4
      ???",130/132 Argyle St.,1961,,
"      Block 5
      ???",126/128 Argyle St.,1963,,
"Mandarin Court
      ???",16 Arbuthnot Rd.,1987,,
"Mandarin Court
      *???",647/651 Shanghai St.,1966,,
"Mandarin Court
      *???","Ground Floor:
28, 30, 32, 34, 34A &
36 Flower Market Rd.
Upper Floors:
28/36 Flower Market Rd.",1980,,
"Mandarin Garden
      *???",12 Man Fuk Rd.,1966,,
"Mandarin Oriental Hong Kong
      ??????",5 Connaught Rd. C.,1962,,
"Mandarin Villa
      *????",10 Shiu Fai Terrace,1973,,
"Manderly Garden
      *???",48 Deep Water Bay Rd.,1985,,
"Mangan Building
      ??????",18-20 Cameron Rd.,1981,,
Manhattan Avenue,255 Queen's Rd. C.,2004,,
"Manhattan Court
      *???",1 Alnwick Rd.,1975,,
"Manhattan Hill
      ????",1 Po Lun St.,2006,,
"      Manhattan Mid-town
      ??",,,,
Manhattan Tower,63 Repulse Bay Rd.,1978,,
"Manifold Court
      *???",36-46 Pok Fu Lam Rd.,1980,,
"Manley House
      *????",86/98 Canton Rd.,1978,,
"Manley Tower
      ????",828 Cheung Sha Wan Rd.,1972,,
"Manly Commercial Building
      *??????",15 Soy St.,1991,,
"Manly House
      *????","Ground Floor:
105, 107, 109, 111 &
113 Main St., Ap Lei Chau
Upper Floors:
105/113 Main St.,
Ap Lei Chau",1980,,
"Manly Mansion
      *???",69B Robinson Rd.,1965,,
"Manly Villa
      *????",38 Ocean Park Rd.,1983,,
"Manner Court
      *???",14/16 Ho Man Tin St.,1989,,
"Manning House
      ????",38/48 Queen's Rd. C.,1965,,
"Manning Industrial Building
      *??????",116/118 How Ming St.,1977,,
"Manning Theatre Building
      *??????","Ground Floor:
68/72 Yuk Wah St. &
51/55, 59 Yuk Wah Crescent
Upper Floors:
57 Yuk Wah Crescent",1973,,
"Manor Centre
      *????","Ground Floor:
213 Un Chau St. &
218 Fuk Wing St.
Upper Floors:
213 Un Chau St.",1986,,
"Manor Court
      *???",15 Fung Fai Terrace,1991,,
"Manor Place
      *???",369 Prince Edward Rd. W.,1991,,
"Manrich Court
      *???",33 St. Francis St.,1990,,
"Mansfield Court
      *???",315A Prince Edward Rd. W.,1994,,
"Mansfield Rd. Quarters
      ???","2/8, 9/11 Mansfield Rd.",1965,,
"Mansion Building
      *????","Ground Floor:
842/844, 848/850 King's Rd.
& 15/19 Mansion St.
Upper Floors:
846 King's Rd.",1960,,
"Mansion Court
      *???",34/36 Ho Man Tin St.,1990,,
"Mansion House
      *???",55 Nam Kok Rd.,1987,,
"Manson Industrial Building
      *??????",8 A Kung Ngam Village Lane,1976,,
"Mansun House
      *????","Upper Floors:
163/173 Portland St.",1981,,
"Mantin Court
      *???",6 Ho Man Tin Hill Rd.,1975,,
"Mantin Heights
      ??",28 Sheung Shing St.,2017,,
"Manulife Financial Centre
      ??????",223 Wai Yip St.,2009,,
"Maple Court
      *????",222 Fa Yuen St.,2000,,
"Maple Gardens
      *????",,,,
"      Phase I
      ???",33 Kin Wah St.,1988,,
"      Phase II
      ???",39 Kin Wah St.,1990,,
"      Phase III
      ???",51 Kin Wah St.,1992,,
"Maple Mansion
      *???","Ground Floor:
23/23B Maple St. &
35, 39 Fuk Wa St.
Upper Floors:
37 Fuk Wa St.",1965,,
"Maple Mansion
      *???","Ground Floor:
9-13 Maple St. &
123-129 Ki Lung St.
Upper Floors:
9/13 Maple St.",1979,,
Maravilla,7 Marigold Rd.,1979,,
"Marble Court
      *???",15 Marble Rd.,1989,,
"Marble Garden
      *????",33 Marble Rd.,1993,,
"Marble Place
      ???",2H Marble Rd.,2002,,
"Marco Polo Mansion
      *????",10 Cleveland St.,1964,,
"Marconi Court
      *?????",2 Marconi Rd.,1975,,
"Margaret Trench Medical
      Rehabilitation Centre
      ????????",7 Rehab Path,1962,,
"Margaret Trench Red Cross School
      ????????????",10 Ping Ting Rd. E.,-,,
"Marigold Building
      ???","312/314 Sai Yeung
Choi St. N.",1966,,
"Marigold Court
      *???",4 Marigold Rd.,1978,,
"Marigold Gardens
      *???",12 Marigold Rd.,1988,,
"Marigold Mansion
      *??????",2 Shun Yung St.,1966,,
"Marina Habitat
      *????","3 Yuet Hoi St.
(See Appendix VI)",1998,,
"      Towers 1-3
      ?1?3?",(See Appendix VI),,,
"Marina Habitat Ap Lei Chau
      Elderly Service Centre
      ?????????????",1 Yuet Hoi St.,1998,,
"Marina Habitat G/F - 2/F Carpark
      ????????????",3 Yuet Hoi St.,1998,,
"Marina House
      ????",68 Hing Man St.,1994,,
"Marina Lodge
      *????",368 Shau Kei Wan Rd.,1999,,
"Marina South
      ?????",8 Ap Lei Chau Drive,2016,,
"Marine Police Regional Headquarters
      ??????",42 Tai Hong St.,-,,
"      Marine Police Harbour Division
      ??????",,,,
"Marinella
      ??9?",9 Welfare Rd.,2012,,
"      Towers 1, 2, 3, 6, 8 & 9
      1?2?3?6?8?9?",,,,
"Mariners' Club
      ?????",11 Middle Rd.,1967,,
"Markfield Building
      ????",8 Smithfield,1990,,
"Marlborough House
      *????",154 Tai Hang Rd.,1960,,
"Marple Court
      *???",41 Broadcast Drive,1972,,
Marsh Road Station Building,15 Wan Shing St.,2007,,
"Martha Boss Lutheran
      Community Centre
      ??????????",89 Chung Hau St.,1986,,
Martin House,1 Upper Albert Rd.,Pre 1945?,,
"Marvel Building
      *????","1Q-1R & 1T-1Y
Marble Rd.",1987,,
"Marvel Court
      ???",15 Man On St.,1996,,
"Mary Building
      ????",71/77 Peking Rd.,1966,,
"Mary Court
      *???",376/380 King's Rd.,1976,,
"Mary Rose School
      ?????",11 Renfrew Rd.,1986,,
"Marycove, The Mary Stanton Centre
      for Girls, Good Shepherd Sisters
      ??????????",32 Nam Long Shan Rd.,1968,,
"Maryknoll
      ???",44 Stanley Village Rd.,Pre 1945?,,
"Maryknoll Convent School
      ???????","130 Waterloo Rd. &
5 Ho Tung Rd.",Pre 1945?,,
"Maryknoll Fathers' School
      ?????????",2 To Yuen St.,1957,,
"Maryknoll Fathers' School
      (Primary Section)
      ?????????(???)",11 Hoi Lai St.,2008,,
"Maryknoll Secondary School
      ?????",45 Choi Ha Rd.,1966,,
"Maryland Court
      *???",3 Magnolia Rd.,1980,,
"Marymount Primary School
      ?????",336 Tai Hang Rd.,-,,
"Marymount Secondary School
      ?????",123 Blue Pool Rd.,-,,
"Mascot House
      *????","746 & 748 Nathan Rd. &
52 & 54 Bute St.",,,
"Mascot Mansions
      *??",1 Tin Heung St.,1969,,
"Masjid Ammar and Osman Ramju
      Sadick Islamic Centre
      ?????????????",40 Oi Kwan Rd.,1981,,
"Mass Resources Development
      Building
      *??????",12 Humphreys Avenue,1994,,
"MassMutual Tower
      ??????",33 Lockhart Rd.,1993,,
"Master Building
      ????","Ground Floor & First Floor:
297-299 Reclamation St.
Upper Floors:
297/299 Reclamation St.",1976,,
"Master Godown (Units A)
      ?????(A?)",24/26 Sze Shan St.,1978,,
"Matheson Centre
      ????",3 Matheson St.,1993,,
"Matilda International Hospital
      Parklane
      Sharp House
      ??????",41 Mount Kellett Rd.,Pre 1945?,,
"Matteo Ricci College
      ?????",223 Hip Wo St.,1984,,
"Mau Lam Commercial Building
      *??????",16-18 Mau Lam St.,1987,,
"Mau Wah Mansion
      *????",22/24A Belcher's St.,1964,,
"Max Commercial Centre
      *??????",138 Portland St.,1992,,
"Max Share Centre
      *????",373 King's Rd.,1991,,
"Max Trade Centre
      ????",23 Luk Hop St.,1997,,
"Maxim Mansion
      *????",46 Maidstone Rd.,1978,,
"Maxim's Food Factory
      ???????",17 Cheung Shun St.,1976,,
"Maxluck Court
      *???",12 Mosque St.,1992,,
"Maxwell Centre
      ?????",39/41 Hankow Rd.,1984,,
"Maxwell Industrial Building
      ???????",350 Kwun Tong Rd.,1967,,
"May Bong Mansion
      *????","Ground Floor:
221-225 Sai Yeung
Choi St. N.
Upper Floors:
221/225 Sai Yeung
Choi St. N.",1986,,
"May Court
      *????","38-44 Pau Chung St.
26-28 Sheung Heung Rd.",1977,,
"May Court
      *???",4 Crown Terrace,1977,,
"May Court
      *???","56 Old Main St., Aberdeen",1996,,
"May Gar Commercial Building
      *??????",288-290 Reclamation St.,1978,,
"May Garden
      ???",6 Shan Kwong Rd.,1976,,
"May Ka Mansion
      *????","Ground Floor:
21/23 Fort St. &
12/18 North View St.
Upper Floors:
21, 23 Fort St.",1975,,
"May King Court
      *???",11A Magnolia Rd.,1985,,
"May Lam Mansion
      *????",2 Sing Woo Crescent,1975,,
"May Mansion
      *???",4 Shan Kwong Rd.,1982,,
"May May Building
      ????",683/685 Nathan Rd.,1963,,
"May Ming Mansion
      *????",312 Nathan Rd.,1965,,
"May Moon House
      *????",97/97A Waterloo Rd.,1959,,
"May Pont House
      *????",189B/191A Reclamation St.,1977,,
"May Sun Building
      *????","1/15 Smithfield,
55/57 Catchick St. &
7/8 New Praya
Kennedy Town",1964,,
May Tower I,7 May Rd.,1974,,
May Tower II,5 May Rd.,1992,,
"May Wah Building
      *????",164/176 Johnston Rd.,1963,,
"May Wah Court
      *???",111/113 Chatham Rd. S.,1974,,
"May Wei Mansion
      ????",36/38 Fort St.,1967,,
"Mayfair Building
      *????",123 Fuk Wa St.,1993,,
"Mayfair Centre
      *????","6 Ash St.
(G/F - 2/F)",1992,,
"Mayfair Court
      *???",15 Magnolia Rd.,1981,,
"Mayfair Court
      *???",5 Fung Fai Terrace,1980,,
"Mayfair Gardens
      *???",10 Sau Chuk Yuen Rd.,1964,,
"Mayfair Mansion
      *???",6 Ash St.,1992,,
Mayfield,41 Plantation Rd.,1981,,
"Mayflower Mansion
      ??",11 Wang Fung Terrace,1960,,
"Mayland Court
      *???","Ground Floor:
1, 3, 5 & 7 Shelter St.
Upper Floors:
1/7 Shelter St.",1976,,
"Maylun Apartments
      *????","Ground Floor:
442/456 King's Rd. &
1/21, 25 Shu Kuk St.
Upper Floors:
23 Shu Kuk St.",1959,,
"Mayson Garden Building
      *??????","Ground Floor:
62/66, 70-74 Hing Fat St.,
2A/2E Wing Hing St. &
1A/1B Tsing Fung St.
Upper Floors:
68 Hing Fat St.",1973,,
"McDonald's Building
      ?????","Ground Floor:
46, 50-54 Yee Wo St.
Upper Floors:
48 Yee Wo St.",1984,,
"Medal Court
      *???",38 Queen's Rd. W.,2004,,
"Medallion Heights
      *???",45 Conduit Rd.,1972,,
"Mee Cheong Building
      *????",141/145 Portland St.,1970,,
"Mee King Building
      *????",458/460 Nathan Rd.,1964,,
"Mee Lun House
      ???",2-4 Mee Lun St.,1984,,
"Mee Wah Factory Building
      *??????","1 Tsat Po St. &
19 Sam Chuk St.",1964,,
"Mega Building
      *????",1 Maidstone Rd.,1993,,
"Mega Court
      *???",12 Cloud View Rd.,1976,,
Mega Tower Hotel,"15/15B Kennedy Rd.,
32/60 Ship St. &
1/8 Hau Fung Lane",-,,
Mega-Iadvantage,399 Chai Wan Rd.,2000,,
Megabox,"38 Wang Chiu Rd.
Enterprise Square Five",2007,,
"Mei Fai Mansion
      *????","Ground Floor:
110, 114 & 116
Jaffe Rd.
Upper Floors:
112 Jaffe Rd.",1986,,
"Mei Foo Sun Chuen
      *????","1-121 & 2-132
Broadway
1-23 & 2-8 Glee Path
1-17 & 2-8 Humbert Rd.
10-16 Lai Wan Rd.
1-17 Mount Sterling Mall
1-27 & 2-46 Nassau Rd.",1978,,
"Mei Kei Mansion
      *????","Ground Floor:
457-463 Castle Peak Rd. &
501 Un Chau St.
Upper Floors:
457/463 Castle Peak Rd.",1984,,
"Mei King Building
      *????",161/169A Yu Chau St.,1973,,
"Mei King Court
      ???",11A Magnolia Rd.,1985,,
"Mei King Mansion
      *???",,1964,,
"      Phase I
      ???","Ground Floor:
21/39P Lok Shan Rd. &
2/28 Mei King St.
Upper Floors:
2 Mei King St.",,,
"      Phase II
      ???","Ground Floor:
241/247N To Kwa Wan Rd.
& 80/84 Lok Shan Rd.
Upper Floors:
78 Lok Shan Rd.",,,
"Mei Lun House
      ???",40/42 Tai Nan St.,1972,,
"Mei On Building
      *???",39/49 Hang On St.,1966,,
"Mei Sing House
      ???",30/32A Nullah Rd.,1965,,
"Mei Sun Lau
      *???",(See Appendix II),,,
"      Block A
      A?","442 Des Voeux Rd. W.
(See Appendix II)",,,
"      Block B
      B?","489/499 Queen's Rd. W.
(See Appendix II)",,,
"Mei Tung Building
      *????","Ground Floor:
17-19 Sai Wan Ho St.
Upper Floors:
17/19 Sai Wan Ho St.",1984,,
"Mei Tung Estate
      ???",(See Appendix I),,,
"      Mei Po House
      ???","180 Tung Tau Tsuen Rd.
(See Appendix I)",,,
"      Mei Tak House
      ???","23 Pui Man St.
(See Appendix I)",,,
"      Mei Tung House
      ???","180 Tung Tau Tsuen Rd.
(See Appendix I)",,,
"      Mei Yan House
      ???","130 Junction Rd.
(See Appendix I)",,,
"Mei Wah Mansion
      *????","Ground Floor:
36, 38 & 40 Smithfield
Upper Floors:
42 Smithfield",1980,,
"Melbourne Building
      *????",48/56 Yu Chau St.,1979,,
"Melbourne Plaza
      ???","Ground Floor:
33/33A Queen's Rd. C. &
6/16 Chiu Lung St.
Upper Floors:
33 Queen's Rd. C.",1971,,
"Melody Court
      *???",2C/2D Kam Hong St.,1996,,
"Melody Court
      *???",54 Hing Man St.,1982,,
"Meng Tak Catholic School
      ???????",11 Cheung Man Rd.,-,,
"Menon Mansion
      *????",18/20 Ho Man Tin St.,1980,,
"Mercantile House
      *????","Ground Floor:
184A/188 Nathan Rd.
Upper Floors:
186 Nathan Rd.",1963,,
"Mercantile House
      *????","Ground Floor:
8 O'Brien Rd. &
120/122 Jaffe Rd.
Upper Floors:
8 O'Brien Rd.",1973,,
Mercer 9,"Ground Floor:
9 & 11 Mercer St.
Upper Floors:
7 Mercer St.",1966,,
"Meridian Hill
      ??",81 Broadcast Drive,2011,,
"Merit Commercial Building
      *??????",292 Lai Chi Kok Rd.,1968,,
"Merit Court
      *???",294 Des Voeux Rd. W.,1992,,
"Merit Industrial Centre
      *??????",94 To Kwa Wan Rd.,1986,,
"Merlin Building
      ????","181/183 Prince Edward
Rd. W.",1973,,
"Merlin Building
      *???",30/34 Cochrane St.,1974,,
"Merlin Centre
      *????",,1985,,
"      Block A
      A?",98 Shun Ning Rd.,,,
"      Block B
      B?",88 Shun Ning Rd.,,,
"      Block C
      C?",55 Po On Rd.,,,
"      Block D
      D?",65 Po On Rd.,,,
"Merlin Court
      *???",42 Broadcast Drive,1975,,
"Merlin Court
      ???",6 Marigold Rd.,1981,,
"Merlin Garden
      *???",160 Electric Rd.,1992,,
"Merri Court
      *???",131/133 Maidstone Rd.,1960,,
"Merrington Mansion
      *???",1/3 King Tak St.,1964,,
"Merry Court
      *???",10 Castle Rd.,1970,,
"Merry Court
      *???",4 & 6 Fessenden Rd.,1974,,
"Merry Garden
      *????",90 Kennedy Rd.,1972,,
"Merry Mansion
      *????",43-55 Cheung Ning St.,1973,,
"Merryland Court
      *???",161/163 Boundary St.,1986,,
"Methodist College
      ????",50 Gascoigne Rd.,1958,,
"Methodist Epworth Village
      Community Centre
      ???????????",100 Chai Wan Rd.,1964,,
"Methodist House
      ??????",36 Hennessy Rd.,1998,,
"Metro Centre
      ????",32 Lam Hing St.,1991,,
"Metro Centre II
      ????II",21 Lam Hing St.,1992,,
"Metro Harbour View
      *????",8 Fuk Lee St.,2002,,
"Metro Hermitage
      *??",38 Hoi An St.,1995,,
"Metro Mansion
      *????",251/261 Shau Kei Wan Rd.,1967,,
"Metro Regalia
      *????",51 Tong Mi Rd.,2006,,
"Metro Winner Hotel
      ????",476 Nathan Rd.,1999,,
"Metro6
      ???",121 Bulkeley St.,2015,,
"Metropark Hotel Causeway Bay
      Hong Kong 
      ?????????",148 Tung Lo Wan Rd.,2001,,
"Metropark Hotel Kowloon
      ??????",75 Waterloo Rd.,1988,,
"Metropark Hotel Mongkok
      Hong Kong
      ????????",22 Lai Chi Kok Rd.,1968,,
"Metropole Building
      *?????","Basement:
416 & 430 King's Rd
Ground Floor:
420/438 King's Rd. &
6, 10/20 Kam Ping St.
Upper Floors:",1967,,
"      Blocks A-B
      A-B?",430 King's Rd.,,,
"      Blocks C-D
      C-D?",416 King's Rd.,,,
"Metropole Building
      *????","Ground Floor:
53/55, 59/63 Peking Rd. &
12/12C Hankow Rd.
Upper Floors:
57 Peking Rd.",1966,,
"Metropolitan Rise
      *????",28 Ma Tau Kok Rd.,2001,,
"Meyer Industrial Building
      ??????",2 Chong Yip St.,1971,,
"MG Tower
      ?????",133 Hoi Bun Rd.,2011,,
"Mia Casa Hotel
      ????","Ground Floor:
29 Smithfield
Upper Floors:
2 Hau Wo St.",2011,,
"Miami Mansion
      *?????",13 & 15 Cleveland St.,1964,,
"Miami Mansion
      *????",99B Waterloo Rd.,1975,,
"Michaelson House
      ??????",38/40 Sai Yeung Choi St. S.,1973,,
"Microtron Building
      ????",38 Hung To Rd.,1970,,
"Midas Plaza
      ????",1 Tai Yau St.,2007,,
"Middle Shouson Hill Plant Nursery
      ??????",33 Wong Chuk Hang Path,-,,
"Midland Centre (3/F-25/F)
      *???? (3?-25?)",328 Queen's Rd. C.,1980,,
"      Midland Plaza (G/F-2/F)
      ???? (??-2?)",,,,
"Midland Court
      *???",58/62 Caine Rd.,1990,,
"Mido Apartments
      *????",330/332 King's Rd.,1958,,
Mier,8 Hospital Rd. ,1993,,
Mikiki,"638 Prince Edward Rd. E.
Lower G/F to 1/F",2010,,
Miklagard,11 Chung Hom Kok Rd.,1948,,
"Milan Place
      ???",58 Yen Chow St.,2003,,
"Milkyway Building
      *????",77 Hung To Rd.,1961,,
"Mill Reef House
      *????",262 Cheung Sha Wan Rd.,1975,,
"Millan House
      *???",2 & 4 North Point Rd.,1964,,
"Millennium City
      ????",388 Kwun Tong Rd.,1998,,
"      Standard Chartered Tower
      ????",,,,
"      Tower 1
      ???",,,,
"Millennium City 2
      ????2",378 Kwun Tong Rd.,1999,,
"      JOS Tower
      ??????",,,,
"Millennium City 3
      ????3",370 Kwun Tong Rd.,2002,,
"Millennium City 6
      ??????",392 Kwun Tong Rd.,2007,,
"Millennium Court
      *???",11 Sands St.,2001,,
"Millennium Court
      ???",72 Shau Kei Wan Rd.,2000,,
"Million Building
      *???",41 & 43 Station Lane,1984,,
"Million City
      *???",28 Elgin St.,1997,,
"Milton Mansion
      ????",96 Nathan Rd.,1964,,
"Min Yuen Commercial Building
      *??????",29/33 Gage St.,1971,,
"Minden Apartments
      *????",1/2B Minden Row,1957,,
"Minden House
      *????","Ground Floor:
3 Blenheim Avenue,
13 & 15 Minden Avenue
Upper Floors:
13/15 Minden Avenue",1977,,
"Minden Row Refuse Collection Point
      ????????",9 Minden Row,-,,
"Minerva House
      *????",28/34 Lyttelton Rd.,1959,,
"Ming Chu Building
      *????",195-201 Apliu St.,1967,,
"Ming Court
      *??",130-132 Boundary St.,1978,,
"Ming Court
      *???","19-23 Ming Yuen
Western St.",1984,,
"Ming Fai Building
      *????",20-36 Wharf Rd.,1983,,
"Ming Fai Building
      *????",27/37 Hang On St.,1966,,
"Ming Fai Building
      ???",499/501 Shanghai St.,1969,,
"Ming Fai Building
      ????",56 Yen Chow St.,2001,,
"Ming Fat Building
      ????",72/74 Wellington St.,1973,,
"Ming Fat Building
      *????","Ground Floor:
46, 46A, 50 & 50A
Chi Kiang St.
1st Floor:
46 & 50 Chi Kiang St.
2nd-22nd Floors:
48 Chi Kiang St.",1977,,
"Ming Fat House
      *???","6 Pound Lane &
9 Tai Ping Shan St.",1975,,
"Ming Fat Mansion
      *????","Ground Floor:
51/55 Bute St. &
158A/158C Tung Choi St.
Upper Floors:
53 Bute St.",1959,,
"Ming Fei Building
      *???","Ground Floor:
20 & 22 Kam Wa St. &
13 & 15 Mong Lung St.
Upper Floors:
20/22 Kam Wa St.",1972,,
"Ming Fong Building
      *???",564 Nathan Rd.,1964,,
"Ming Fung Building
      *????",128/150 Wan Chai Rd.,1969,,
"Ming Fung Court
      *???",39 Ming Fung St.,1995,,
"Ming Garden
      ??",283 Prince Edward Rd. W.,1989,,
"Ming Garden
      *??","Ground Floor:
46 & 48 Robinson Rd.
Upper Floors:
46/48 Robinson Rd.",1988,,
"Ming Hing Building
      *????",268/270 Des Voeux Rd. W.,1971,,
"Ming Hing Building
      *????",9-11 Gordon Rd.,1966,,
"Ming Hing House
      *???",52/56 Staunton St.,1972,,
"Ming Kei Building
      ???","187/189 Ki Lung St. &
2P/2Q Shek Kip Mei St. ",1975,,
"Ming Lai Court
      ???",6 Village Rd.,1984,,
"Ming Sang Industrial Building
      *??????",19/21 Hing Yip St.,1972,,
"Ming Sau Building
      *????",91A/91H Chun Yeung St.,1965,,
"Ming Sing Building
      *???","Ground Floor:
25/25B Boundary St. &
22 Poplar St.
Upper Floors:
20 Poplar St.",1969,,
"Ming Sun Building
      *????","90/96 Tung Lo Wan Rd. &
1/7 Lily St.",1964,,
"Ming Sun Mansion
      *????",375 Shanghai St.,1999,,
"Ming Tai House
      *???",1 Ivy St.,1971,,
"Ming Tai Mansion
      *????",41/43 Tung Ming St.,1969,,
"Ming Tak Centre
      ????",135/137 Tung Chau St.,1995,,
"Ming Tak Mansion
      *???","Ground Floor:
6/8 Tin Hau Temple Rd.
Upper Floors:
6 & 8 Tin Hau Temple Rd.",1975,,
"Ming Villas
      ??",39B-39F Shouson Hill Rd.,1980,,
"Ming Wah Building
      *????",32-38 Fuk Wa St.,1977,,
