Name of Building,Address,Year of Completion,Property_Type,Location
"Ming Wah Building
      ???",456/458 Shanghai St.,1970,,
"Ming Wah Court
      *???",20/30 Sung Chi St.,1973,,
"Ming Wah Dai Ha
      ????","7/25 A Kung Ngam Rd.
(See Appendix II)",,,
"      Blocks A-J
      A?J?",(See Appendix II),,,
"Ming Wai Gardens
      *???",45 Repulse Bay Rd.,1973,,
"Ming Yan Mansion
      *????",146/152 Queen's Rd. E.,1966,,
"Ming Yin Mansion
      *????",390/396A Lockhart Rd.,1965,,
"Ming Yuen Centre
      *????","Ground Floor:
400-404 King's Rd. &
4A/4B & 6A-6C
Ming Yuen Western St.
Upper Floors:
6 Ming Yuen Western St.",1988,,
"Ming Yuen Court
      *???",152 Nga Tsin Wai Rd.,1980,,
"Ming Yuen Mansions
      *???? ???",,1968,,
"      Block A
      A?",1/7 Peacock Rd.,,,
"      Block B
      B?",9/15 Peacock Rd.,,,
"      Block C
      C?",17/23 Peacock Rd.,,,
"      Block D
      D?",25/31 Peacock Rd.,,,
"Ming Yuen Mansions 2nd Stage
      *?????? ???",26/72 Peacock Rd.,1983,,
"      Block A
      A?",30/44 Peacock Rd.,,,
"      Block B
      B?",56/70 Peacock Rd.,,,
"Ming Yuen Mansions Stage 3
      *???????",18 Peacock Rd.,1987,,
"Ming Yuet Building
      *????",47/51 Pau Chung St.,1972,,
"Ming Yuet Building
      *????",7-15 Yuet Yuen St.,1984,,
"Ming's Court
      *???",33 Yuk Sau St.,1991,,
"Ming's Villa
      ??",22 Shek O Headland,1961,,
"Mini Hotel (Central)
      ????????",32-38 Ice House St.,1981,,
"Minico Building
      ?????",18 Lee Chung St.,1980,,
"Minimal Hotel. Culture
      ????•??","Ground Floor:
86 Apliu St.
Upper Floors :
88 Apliu St.",2015,,
"Mink Tack Court
      *???",81/85 Oak St.,1992,,
"Mint Garden
      *??",1/3 Cheong Ming St.,1972,,
"Minton Court
      *????",61/63 Perkins Rd.,1969,,
Mira Moon,388 Jaffe Rd.,2012,,
"Mirador Mansion
      *?????","Basement:
58 Nathan Rd.
Ground Floor:
54-64B Nathan Rd.,
1A-1J Mody Rd.,
3-15 Bristol Avenue &
1A-9A Carnarvon Rd.
Upper Floors:
58 Nathan Rd.",1959,,
"Mirage Tower
      ????",15 Thomson Rd.,1995,,
Miramar,68 Deep Water Bay Rd.,1978,,
"Miramar Shopping Centre
      ?????",132 Nathan Rd.,1993,,
"Miramar Tower
      ?????",132 Nathan Rd.,1993,,
"Miramar Villa
      *???",2B Shiu Fai Terrace,1969,,
"Mirror Marina
      *???",47 Conduit Rd.,1966,,
"Mirror Tower
      ????",61 Mody Rd.,1982,,
"Mo Kwan House
      *???",438/440 Portland St.,1969,,
"Mo Tai Temple
      ???",156/162 Hai Tan St.,-,,
"Model Housing Estate
      ???",(See Appendix I),,,
"      Man Cheung House (Block E)
      ??? (E?)","740/748 King's Rd. 
(See Appendix I)",,,
"      Man Hong House
      (Block C1 & C2)
      ??? (C1?C2?)","762, 764, 766, 768, 770 & 774 King's Rd.
(See Appendix I)",,,
"      Man King House (Block B)
      ??? (B?)","776, 778 & 782 King's Rd.
(See Appendix I)",,,
"      Man Lok House (Block F)
      ??? (F?)","796/802C King's Rd.
(See Appendix I)",,,
"      Man Ning House (Block D)
      ??? (D?)","750/758 King's Rd.
(See Appendix I)",,,
"      Man Shun House (Block A)
      ??? (A?)","786, 788 & 792 King's Rd.
(See Appendix I)",,,
Modreenagh,3/5 Plunkett's Rd.,1949,,
"Monarch House II
      ??????",501/503 Hennessy Rd.,1983,,
"Mong Kok Building
      *????",546 Nathan Rd.,1962,,
"Mong Kok Road Playground
      ??????",4A Mong Kok Rd.,-,,
"Mong Lung House
      ????",8/12 Mong Lung St.,1963,,
"MongKok Building
      *??????","Ground Floor:
93, 95 & 99 Mong Kok Rd.,
135A & 135B Sai Yee St.
Upper Floors:
97 Mong Kok Rd.",1973,,
"Mongkok Christian Centre
      ?????",56 Bute St.,2002,,
"MongKok City Building
      *?????","154/158 Prince Edward
Rd. W.",1984,,
"Mongkok City Centre
      ??????",74/84 Sai Yeung Choi St. S.,1969,,
"Mongkok Commercial Centre
      *??????",16/16B Argyle St.,1973,,
"Mongkok Cooked Food Market
      ??????","Level 2:
557 Shanghai St. Mong Kok
Complex",2004,,
Mongkok Exchange,37 Bute St.,1993,,
"Mongkok Government Offices
      ??????",30 Luen Wan St.,-,,
"Mongkok Harbour Centre
      ??????",638 Shanghai St.,1997,,
"Mongkok House
      *????",122/122A Argyle St.,1958,,
"Mongkok Metro
      ????",594/596 Nathan Rd.,1983,,
"Mongkok Plaza
      *????",28 Soy St.,1994,,
"Mongkok Workers' Children School
      ????????",14 Princess Margaret Rd.,1983,,
"Monmouth Place
      *???",9L Kennedy Rd.,1994,,
"Monmouth Villa
      ???",3 Monmouth Terrace,1996,,
"Montane Mansion
      *???","Ground Floor:
1028 King's Rd. &
19/43 Quarry Bay St.
Upper Floors:
1028 King's Rd.",1972,,
"Monte Bello
      *???",15 Plantation Rd.,1991,,
"Monte Carlton
      ????",363 Tai Po Rd.,2001,,
"Monte Verde
      *????",41 Repulse Bay Rd.,1974,,
"Monte Villa
      ??",121 Repulse Bay Rd.,1994,,
Montgomery Block,42B Kennedy Rd.,Pre 1945?,,
"Monticello
      *???",48 Kennedy Rd.,1966,,
"Moon Fair Mansion
      *????",11 Shiu Fai Terrace,1974,,
"Moon Villa
      *???",12 Osmanthus Rd.,1979,,
"Moon Wah Building
      *???",9/23 Sui Man Rd.,1971,,
"Moonbeam Terrace
      *???",2 Alnwick Rd.,1968,,
"Moonful Court
      *???",17A Moon St.,1983,,
"Moonlit Mansion
      *???",150 Boundary St.,1975,,
"Moonstar Court
      *???","Ground Floor:
2A, 2B, 2C, 2E, 2F,
2G Star St. &
2-12 Moon St.
Upper Floors:
2D Star St.",1982,,
"Moonway Mansion
      *????",48 Yuet Wah St.,1970,,
"Moorsom Lodge
      *??",4 Moorsom Rd.,1972,,
"Mor Wah Mansion
      ???",1184/1186 Canton Rd.,1967,,
"Morecrown Commercial Building
      ??????",108 Electric Rd.,1995,,
"Morengo Court
      *???",25 Tai Hang Rd.,1976,,
*Mori Mori Serviced Apartments,46-48 Morrison Hill Rd.,1977,,
"Morlite Building
      *????",40 Hung To Rd.,1970,,
"Morning Joy Building
      *????","Ground Floor:
141-143 Kau Pui Lung Rd.
Upper Floors:
141/143 Kau Pui Lung Rd.",1979,,
"Morning Light Apartments
      *????",38A/38D MacDonnell Rd.,1954,,
"Morning Light Building
      *????",7/9 Hong Ning Rd.,1973,,
"Morning Ray Mansion
      *???","Ground & 1st Floors:
182/186 Ma Tau Wai Rd.
Upper Floors:
11 Shek Tong St.",1977,,
"Morning Star Mansion
      *???",36/48 Wan Hon St.,1970,,
"Morrison Building
      *????",20/30 Morrison Hill Rd.,1973,,
"Morrison Commercial Building
      *???????",31 Morrison Hill Rd.,1991,,
"Morrison Hill Swimming Pool
      ???????",7 Oi Kwan Rd.,1972,,
"Morrison Plaza
      ????",9 Morrison Hill Rd.,1996,,
"Morse Park No. 3
      ?????????",40 Fung Mo St.,-,,
"Morse Park No. 4
      ?????????",30 Heng Lam St.,-,,
"Morse Park Swimming Pool
      ???????",80 Fung Mo St.,-,,
"Mosbert Mansion
      *????","14-18 Chengtu Rd. &
25 Wu Pak St.",1974,,
"Mother's Choice
      ?????",5 Bowen Rd.,Pre 1945?,,
"Mou Fat Building
      ???",77 Nam On St.,1964,,
"Moulin Court
      *????",65 Blue Pool Rd.,1972,,
"Mount Austin Estate
      ??????",5 Mount Austin Rd.,1982,,
"Mount Beacon
      ????",20 Cornwall St.,2006,,
Mount Butler,111 Mount Butler Rd.,1980,,
"Mount Butler Lodge
      ????",2/22 Mount Butler Drive,1970,,
"Mount Davis 33
      *??",33 Ka Wai Man Rd.,2006,,
"Mount Davis Garden
      *????",5 Mount Davis Rd.,1971,,
"Mount East
      ??",26/28 Ming Yuen Western St.,2011,,
Mount Nicholson,8 Mount Nicholson Rd.,2015,,
"Mount Parker Lodge
      *????",10 Hong Pak Path,1989,,
Mount Parker Residences,1 Sai Wan Terrace,2013,,
"Mount Trio Court
      *????",1 & 2 Hok Yu Lane,1965,,
"Mountain Court
      *???",5 Ho Man Tin Hill Rd.,1985,,
"Mountain Lodge
      *??",44 Mount Kellett Rd.,1972,,
"Mountain View Court
      *????",12 Conduit Rd.,1959,,
"Mountain View Mansion
      *???","Ground Floor:
4 Swatow St. &
1 Amoy St.
Upper Floors:
2 Swatow St.",1988,,
"Mow Hing Factory Building
      *??????",205 Wai Yip St.,1970,,
"Mow Shing Centre
      *????",118 Bedford Rd.,1992,,
"MP Industrial Centre
      ??????",18 Ka Yip St.,1992,,
"      Block A & B
      A?B?",,,,
"MSC Building
      ?????",199 Wing Lok St.,1990,,
"MTR Hung Hom Building
      ??????",8 Cheong Wan Rd.,1975,,
"Mu Kuang English School
      ??????",55 Kung Lok Rd.,1972,,
"Mui Fong Apartments
      ????","190/194 Des Voeux Rd. W.
& 26 Mui Fong St.",1963,,
"Multifield Centre
      ?????",426 Shanghai St.,1996,,
"Multifield House
      ???????",54 Wong Chuk Hang Rd.,1967,,
"Multifield Plaza
      ?????",3 Prat Avenue,1994,,
"Municipal Services Staff
      Recreation Club
      ?????????",4 Wylie Path,-,,
"Munsang College
      ????",8 Dumbarton Rd.,-,,
"Munsang College (Hong Kong Island)
      ??????",26 Tai On St.,-,,
"Murray Building
      ????",22 Cotton Tree Drive,1968,,
MW Tower,111 Bonham Strand,2009,,
"My Castle
      *????",65 Tai Nan St.,2004,,
"My Place
      *??",123 Pak Tai St.,2015,,
"N.L.S.I. Lui Kwok Pat Fong College
      ?????????????",102 Tsui Ping Rd.,-,,
"Nam Cheong Building
      *????",153/155 Nam Cheong St.,1970,,
"Nam Cheong Building
      *????",48-52 Hill Rd.,1979,,
"Nam Cheong Centre
      *????",89 Nam Cheong St.,1994,,
"Nam Cheong Commercial Building
      ??????",239 Nam Cheong St.,1974,,
"Nam Cheong Court
      *???","133/135 Nam Cheong St.
& 148 Apliu St.",1967,,
"Nam Cheong District
      Community Centre
      ??????",1 Cheong San Lane,-,,
"Nam Cheong Estate
      *???","3 Cheong San Lane 
(See Appendix I)",,,
"      Cheong Chit House (Block 6)
      ??? (6?)",(See Appendix I),,,
"      Cheong Chung House (Block 1)
      ??? (1?)",(See Appendix I),,,
"      Cheong Him House (Block 3)
      ??? (3?)",(See Appendix I),,,
"      Cheong On House (Block 7)
      ??? (7?)",(See Appendix I),,,
"      Cheong Shun House (Block 4)
      ??? (4?)",(See Appendix I),,,
"      Cheong Yat House (Block 5)
      ??? (5?)",(See Appendix I),,,
"      Cheong Yin House (Block 2)
      ??? (2?)",(See Appendix I),,,
"Nam Cheong House
      *???",129/135 Second St.,1970,,
"Nam Cheong Mansion
      ???",191 Nam Cheong St.,1996,,
"Nam Fong House
      *???",141/145 Nam Cheong St.,1974,,
"Nam Fu Building
      *???","Ground Floor:
295 & 297 Tai Nan St.
Upper Floors:
295/297 Tai Nan St.",1980,,
"Nam Hing Fong
      ???",39 Yiu Wa St.,1999,,
"Nam Hong Building
      *????",23 Hong Lee Rd.,1976,,
"Nam Hoy Building
      *????",152-158 Wan Chai Rd.,1972,,
"Nam Hung Mansion
      *????","Ground Floor:
22 & 23 Praya Kennedy
Town & 5A/5H Belcher's St.
Upper Floors:
5 Belcher's St.",1974,,
"Nam Kiu Mansion
      *????",73-87 Wan Hon St.,1966,,
"Nam Lo Mansion
      *????",334 Un Chau St.,1981,,
"Nam Long Hospital
      ????",30 Nam Long Shan Rd.,1967,,
"Nam Ning Mansion
      *????",49/61 Wan Hon St.,1966,,
"Nam On Court
      ???",95 Nam On St.,1987,,
"Nam On Mansion
      *????",28/48 Shui Wo St.,1965,,
"Nam Pak Hong Building
      *?????","Ground Floor:
22, 26/28 Bonham Strand W.
&17/19 Queen's Rd. W.
Upper Floors:
24 Bonham Strand W.",1970,,
"Nam Pont Building
      *????","Ground Floor:
130-138 Apliu St. &
128-136 Nam Cheong St.
Upper Floors:
128/136 Nam Cheong St.",1981,,
Nam Shan,28 Repulse Bay Rd.,Pre 1945?,,
"Nam Shan Estate
      ???","111 Tai Hang Tung Rd.
(See Appendix I)",,,
"      Nam Fung House
      ???",(See Appendix I),,,
"      Nam Lok House
      ???",(See Appendix I),,,
"      Nam Ming House
      ???",(See Appendix I),,,
"      Nam On House
      ???",(See Appendix I),,,
"      Nam Tai House
      *???",(See Appendix I),,,
"      Nam Wai House
      ???",(See Appendix I),,,
"      Nam Yat House
      ???",(See Appendix I),,,
"      Nam Yiu House
      ???",(See Appendix I),,,
"Nam Shan House
      ???",113/119 Belcher's St.,1974,,
"Nam Shan Yuen
      ???",23 Nam Shan Chuen Rd.,1995,,
"Nam Shing Building
      *????",47/49 Johnston Rd.,1965,,
"Nam Shing Building
      *???",9 Nam Kok Rd.,1978,,
"Nam Tack Mansion
      ????","37/39 San Shi St.,
Ap Lei Chau",1971,,
"Nam Tai Mansion
      *????",50/68 Shui Wo St.,1965,,
"Nam Tin Building
      *????",275 King's Rd.,1963,,
"Nam Wah Building
      ????",269/271 Shau Kei Wan Rd.,1966,,
"Nam Wah Catholic Secondary School
      ???????",5 Wing Ming St.,1965,,
"Nam Wah Factory Building
      *??????",40 Bedford Rd.,1962,,
"Nam Wah Mansion
      *????",5/9 South Lane,1967,,
"Nam Wah Mansion
      *????","91-95 Shung Yan St. &
19-21 Shui Wo St.",1965,,
"Nam Wing Building
      *????",49/51 Sing Woo Rd.,1970,,
"Nam Wo Hong Building
      ?????",148 Wing Lok St.,1998,,
"Nam Wo Mansion
      *????",27/35 Wan Hon St.,1966,,
"Nam Yeung Mansion
      *????",31/41 Mut Wah St.,1965,,
"Nam Yuen Mansion
      ????","7/9A Fa Po St. &
22/24A Tat Chee Avenue",1965,,
"Namning Mansion
      *????",58/60 Bonham Rd.,1973,,
"Nan Bong House
      *???",307/309 Tai Nan St.,1983,,
"Nan Chu Mansion
      *????",7-9 Ming Yuen Western St.,1986,,
"Nan Dao Commercial Building
      ??????","Ground Floor:
359-361 Queen's Rd. C. &
128-130 Bonham Strand
Upper Floors:
359/361 Queen's Rd. C.",1985,,
"Nan Fung Commercial Centre
      *??????",19 Lam Lok St.,1993,,
"Nan Fung Sun Chuen
      *????",,,,
"      Block 1
      ?1?",32 Greig Rd.,1977,,
"      Block 10
      ?10?",19 Greig Crescent,1978,,
"      Block 11
      ?11?",17 Greig Crescent,1978,,
"      Block 12
      ?12?",15 Greig Crescent,1978,,
"      Block 2
      ?2?",34 Greig Rd.,1977,,
"      Block 3
      ?3?",36 Greig Rd.,1977,,
"      Block 4
      ?4?",38 Greig Rd.,1978,,
"      Block 5
      ?5?",40 Greig Rd.,1978,,
"      Block 6
      ?6?",27 Greig Crescent,1978,,
"      Block 7
      ?7?",25 Greig Crescent,1978,,
"      Block 8
      ?8?",23 Greig Crescent,1978,,
"      Block 9
      ?9?",21 Greig Crescent,1978,,
"Nan Fung Tower
      ????","84/86 Connaught Rd. C. &
173 Des Voeux Rd. C.",1973,,
"Nan Hai Mansion
      *????","46/47 Praya
Kennedy Town",1984,,
"Nan Lian Garden
      ????",60 Fung Tak Rd.,2006,,
"Nan On Commercial Building
      *??????",69A Wuhu St.,1982,,
"Nan Sang Building
      *????",86 Belcher's St.,1978,,
"Nan Shun Building
      ???",86 Nga Tsin Wai Rd.,1984,,
"Nan Sing Building
      ????",727 Nathan Rd.,1977,,
"Nan Yuen Building
      *????","Ground Floor:
12/14 Cedar St. &
46/52, 56/62 Tai Nan St.
Upper Floors:
54 Tai Nan St.",1973,,
"Nanking Building
      *????",1F Nanking St.,1992,,
"Nanking Building
      ???",27 Battery St.,1981,,
"Nanyang Commercial Bank
      Building
      ????????",151 Des Voeux Rd. C.,1967,,
"Nanyang Plaza
      ????",57 Hung To Rd.,1995,,
"Nathan Apartments
      *????",506/512 Nathan Rd.,1958,,
"Nathan Centre
      *????",580G/580K Nathan Rd.,1982,,
"Nathan Commercial Building
      ??????",430/436 Nathan Rd.,1997,,
"Nathan Hotel
      ????",378 Nathan Rd.,1968,,
"Nathan Road Court
      *?????",509/511A Nathan Rd.,1967,,
"Nathan Tower
      ???",518/520 Nathan Rd.,1978,,
"National Court
      *????","Ground Floor:
240/252 Nathan Rd.,
16A/16F Jordan Rd. &
19/24 Tak Hing St.
Upper Floors:
242 Nathan Rd.",1959,,
Nederindha,4 Island Rd.,1969,,
"Neich Tower
      ????",128 Gloucester Rd.,1982,,
"Nelson Court
      *???",45 Waterloo Rd.,2001,,
"Nelson St.
      Refuse Collection Point
      ?????????",1024 Canton Rd.,-,,
"Neng Sing Sheng Lau
      ????",94 Jervois St.,1987,,
"Neptune Terrace
      ???",(See Appendix V),1985,,
"      Block 1
      ?1?","15 Tai Man St.
(See Appendix V)",,,
"      Block 2
      ?2?","11 Tai Man St.
(See Appendix V)",,,
"      Block 3
      ?3?","13 Tai Man St.
(See Appendix V)",,,
"New Asia Building
      *????",4/6 Argyle St.,1968,,
"New Asia Middle School
      ????",6 Farm Rd.,1963,,
New Austin Centre,2 Austin Avenue,1995,,
"New Capital Computer Plaza
      ???????","Ground Floor - 2nd Floor
85/95 Un Chau St.",1978,,
"New Central Mansion
      *?????","Ground Floor:
8/10A Aberdeen St. &
39/41, 45/49 Gage St.
Upper Floors:
43 Gage St.",1966,,
"New City Centre
      *??????",2 Lei Yue Mun Rd.,1983,,
"New East Ocean Centre
      ???????",9 Science Museum Rd.,1991,,
"New East Sun Industrial Building
      *???????",18 Shing Yip St.,1978,,
"New Fortune House
      *????","Ground Floor:
2-5A New Praya Kennedy
Town & 4-8 North St.
Upper Floors:
4/8 North St.",1973,,
"New Haven Court
      *??",1/11 Wilson Rd.,1961,,
"New Hennessy Tower
      ??????",263 Hennessy Rd.,1996,,
"New Henry House
      ?????","Ground Floor:
10/10C Ice House St. &
8/8B Des Voeux Rd. C.
Upper Floors:
10 Ice House St.",1965,,
"New Horizons Building
      ????",2 Kwun Tong Rd.,Pre 1945?,,
"New Jade Garden
      ????",233 Chai Wan Rd.,1988,,
"New Knutsford House
      ????",13/14A Knutsford Terrace,1972,,
"New Kowloon Plaza
      ?????",38 Tai Kok Tsui Rd.,1990,,
"New Lai King Building
      ???","46/56 Choi Hung Rd. &
60/64 Yin Hing St.",1964,,
"New Landwide Commercial Building
      ???????",73 Kimberley Rd.,1990,,
"New Lee Wah Centre
      ?????",88 To Kwa Wan Rd.,1997,,
"New Lucky House
      *????","Ground Floor:
298/306 Nathan Rd. &
13/13C & 15 Jordan Rd.
Upper Floors:
15 Jordan Rd.",1964,,
"New Man College
      ???????",2 Cliff Rd.,1965,,
"New Man Lee Building
      *?????","Ground Floor:
10-10A Soy St. &
1, 3, 7 & 7A Kam Fong St.
Upper Floors:
5 Kam Fong St.",1984,,
"New Mandarin Plaza
      *?????",14 Science Museum Rd.,1982,,
"New Mansion
      *????","Ground Floor:
2/8 New St.
Upper Floors:
6 New St.",1987,,
"New Media Tower
      ???????",82 Hung To Rd.,1970,,
"New Pei Ho Building
      *?????","Ground Floor:
100/106 Pei Ho St. &
176, 180 Apliu St.
Upper Floors:
178 Apliu St.",1964,,
"New San Diego Hotel
      ????????",1 Chi Wo St.,1996,,
"New Spring Garden Mansion
      *?????","Ground Floor:
47-55, 59-65
Spring Garden Lane
Upper Floors:
57 Spring Garden Lane",1978,,
"New Start Building
      *????",330/336 Queen's Rd. W.,1992,,
"New Sun House
      *???",6/7 Sun St.,1972,,
"New Tech Plaza
      ?????",34 Tai Yau St.,1996,,
"New Timely Factory Building
      *??????",497 Castle Peak Rd.,1976,,
"New Town Mansion
      ???",26 Stanley Main St.,1975,,
"New Treasure Centre
      ????",10 Ng Fong St.,1995,,
"New Trend Centre
      ?????????","104 King Fuk St. &
704 Prince Edward Rd. E.",1995,,
"New Un Chau Building
      *?????",151/153A Un Chau St.,1963,,
"New Wealth Mansion
      *?????",68/72 Wharf Rd.,1991,,
"New World Centre
      ?????",,,,
"      New World Apartments
      ????????",24 Salisbury Rd.,1980,,
"      Office Block (East Wing)
      ????? (??)",24 Salisbury Rd.,1983,,
"      Renaissance Kowloon Hotel
      ??????",22 Salisbury Rd.,1978,,
"      SOGO Department Store TST
      ???? ???",12 Salisbury Rd.,1996,,
"      West Wing Office Building
      ?????",20 Salisbury Rd.,1978,,
"New World Millennium 
      Hong Kong Hotel
      ?????????",72 Mody Rd.,1987,,
"New World Tower I
      ???????",16/18 Queen's Rd. C.,1976,,
"New World Tower II
      ???????",16/18 Queen's Rd. C.,1990,,
"New York House
      ???",60 Connaught Rd. C.,1980,,
"Newish Mansion
      *????","Ground Floor:
763 & 767 Nathan Rd.
Basement & Upper Floors:
765 Nathan Rd.",1985,,
"Newman House
      *???",35-45 Johnston Rd.,1979,,
"Newport Centre
      ??????",,,,
"      Phase I
      ???",118 Ma Tau Kok Rd.,1979,,
"      Phase II
      ???",116 Ma Tau Kok Rd.,1981,,
"Newton Harbour View Tower 1
      *?????????",2 Shau Kei Wan Main St. E.,1997,,
"Newton Harbour View Tower 2
      *?????????",2 Shau Kei Wan Main St. E.,2000,,
"Newton Place Hotel
      ??????",163 Wai Yip St.,2007,,
"Newtown Mansion
      *???",1 Kat On St.,1976,,
"Newtown Mansion
      *????",6 Cleveland St.,1963,,
"Nexxus Building
      ????",41 Connaught Rd. C.,1962,,
"Ng Fung House
      *???",118 Waterloo Rd.,1964,,
"Ng Po House
      *????","103/109 Sai Yeung Choi
St. S.",1965,,
"Ng Wah College
      ????",5 Choi Hung Rd.,-,,
"Ng Yuk Secondary School
      ????",19 Hok Yuen St.,-,,
"Nga Tsin Wai Building
      *?????","32-38 Nga Tsin Wai Rd. &
20 Tak Ku Ling Rd.",1964,,
"Nga Yuen
      *??",66/68 Village Rd.,1965,,
"Nga Yuen Building
      *????",5-5A Sau Chuk Yuen Rd.,1963,,
"Ngai Hing Mansion
      *????","Ground Floor:
74/76 Hak Po St. &
2/24 Pak Po St.
Upper Floors:
74/76 Hak Po St. &
2/24 Pak Po St.",1964,,
"Ngai Sheung Factory Building
      *??????",13 Elm St.,1964,,
"Ngai Wong Commercial Building
      *??????",11/13 Mong Kok Rd.,1976,,
"Ngan Fai Building
      *????","Ground Floor:
84, 84A, 86, 88, 90, 92,
94 & 94A Wharf Rd.
Upper Floors:
84/94 Wharf Rd.",1979,,
"Ngan Fung Building
      *????","Ground Floor:
94-98 Aberdeen Main Rd.
Upper Floors:
94/98 Aberdeen Main Rd.",1988,,
"Ngan Hon Building
      *????",11/19 Ngan Hon St.,1973,,
"Ngan House
      ????",210 Des Voeux Rd. C.,1987,,
"Ngan Tao Building
      *????","8 Whitfield Rd.
Carpark: 16 Glass St.",1973,,
"Ngau Chi Wan Indoor Games Hall
      ????????",29 Clear Water Bay Rd.,-,,
